level_0,index,incident_id,incident_date,state,city_or_county,address,killed,injured,incident_url,year,month-year
64,64,197416,2014-09-28,Pennsylvania,Philadelphia,2800 block of Hope Street,0,4,https://www.gunviolencearchive.org/incident/197416,2014,09-2014
65,65,197384,2014-09-28,Florida,Miami,NW 7th Ave and NW 64th St,0,15,https://www.gunviolencearchive.org/incident/197384,2014,09-2014
66,66,197287,2014-09-27,Missouri,Saint Louis,2000 block East John Avenue,0,5,https://www.gunviolencearchive.org/incident/197287,2014,09-2014
67,67,198064,2014-09-26,South Carolina,Florence,650 Turner Rd,1,4,https://www.gunviolencearchive.org/incident/198064,2014,09-2014
68,68,194945,2014-09-21,Ohio,East Liverpool,440 First St,0,4,https://www.gunviolencearchive.org/incident/194945,2014,09-2014
69,69,193960,2014-09-20,Mississippi,Batesville,8297 Curtis Rd,2,2,https://www.gunviolencearchive.org/incident/193960,2014,09-2014
70,70,193570,2014-09-19,New York,Queens,32-14 106th St,0,4,https://www.gunviolencearchive.org/incident/193570,2014,09-2014
71,71,192851,2014-09-18,Florida,Bell,2550 NW 29th Terrace,8,0,https://www.gunviolencearchive.org/incident/192851,2014,09-2014
72,72,191416,2014-09-15,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0,5,https://www.gunviolencearchive.org/incident/191416,2014,09-2014
73,73,190874,2014-09-14,Texas,Flour Bluff,229 Naval Air Station Drive,3,1,https://www.gunviolencearchive.org/incident/190874,2014,09-2014
74,74,2172621,2014-09-14,Texas,Corpus Christi,229 NAS Dr,3,1,https://www.gunviolencearchive.org/incident/2172621,2014,09-2014
75,75,190599,2014-09-14,Alaska,Anchorage,225 E Fifth,0,6,https://www.gunviolencearchive.org/incident/190599,2014,09-2014
76,76,189562,2014-09-11,Michigan,Detroit,14000 block of Patton,1,7,https://www.gunviolencearchive.org/incident/189562,2014,09-2014
77,77,188332,2014-09-06,Florida,Orlando,2015 Orange Blossom Trail,0,4,https://www.gunviolencearchive.org/incident/188332,2014,09-2014
78,78,186488,2014-09-06,Georgia,Macon,576 Poplar Street,0,5,https://www.gunviolencearchive.org/incident/186488,2014,09-2014
79,79,185393,2014-09-04,Michigan,Flint,2400 block of Martin Luther King Boulevard,0,5,https://www.gunviolencearchive.org/incident/185393,2014,09-2014
80,80,185430,2014-09-03,California,Los Angeles,East 27th and Stanford ,0,6,https://www.gunviolencearchive.org/incident/185430,2014,09-2014
81,81,184507,2014-09-02,California,Highland,25000 block of Fifth Street ,0,5,https://www.gunviolencearchive.org/incident/184507,2014,09-2014
82,82,185196,2014-09-02,Mississippi,Jackson,3622 Medgar Evers Boulevard,2,3,https://www.gunviolencearchive.org/incident/185196,2014,09-2014
83,83,183432,2014-08-31,California,Livermore,200 block of South Q Street ,0,5,https://www.gunviolencearchive.org/incident/183432,2014,08-2014
84,84,182974,2014-08-29,Florida,Brooksville,820 Peach St,3,1,https://www.gunviolencearchive.org/incident/182974,2014,08-2014
85,85,181947,2014-08-27,Michigan,Detroit,16600 block of Edmore,1,3,https://www.gunviolencearchive.org/incident/181947,2014,08-2014
86,86,180007,2014-08-24,California,San Fernando,1400 block of Celis Street,4,5,https://www.gunviolencearchive.org/incident/180007,2014,08-2014
87,87,180580,2014-08-24,Georgia,Augusta,1013 Carrie Street,1,3,https://www.gunviolencearchive.org/incident/180580,2014,08-2014
88,88,180018,2014-08-24,Illinois,Chicago,8300 block of South Halsted Street,1,3,https://www.gunviolencearchive.org/incident/180018,2014,08-2014
89,89,178425,2014-08-20,Tennessee,Memphis,1400 block of Briarcrest Lane,0,5,https://www.gunviolencearchive.org/incident/178425,2014,08-2014
90,90,178006,2014-08-18,Louisiana,Saint Martinville,Main and Hyacinth streets,0,4,https://www.gunviolencearchive.org/incident/178006,2014,08-2014
91,91,175943,2014-08-17,Massachusetts,Boston,Edinboro Street,0,4,https://www.gunviolencearchive.org/incident/175943,2014,08-2014
92,92,177770,2014-08-17,California,East Palo Alto,Purdue Street and Georgetown Avenue,1,3,https://www.gunviolencearchive.org/incident/177770,2014,08-2014
93,93,175839,2014-08-17,Nevada,Las Vegas,Owens Avenue and H Street,0,4,https://www.gunviolencearchive.org/incident/175839,2014,08-2014
94,94,175911,2014-08-17,New York,Queens,153-38 118th Ave,0,4,https://www.gunviolencearchive.org/incident/175911,2014,08-2014
95,95,175779,2014-08-16,New Jersey,Plainfield,West 3rd Street and Monroe Avenue,1,3,https://www.gunviolencearchive.org/incident/175779,2014,08-2014
96,96,175788,2014-08-16,Utah,Salt Lake City,122 Pierpont Avenue,0,6,https://www.gunviolencearchive.org/incident/175788,2014,08-2014
97,97,174560,2014-08-14,Tennessee,Memphis,797 Pope Street,1,3,https://www.gunviolencearchive.org/incident/174560,2014,08-2014
98,98,174544,2014-08-13,Tennessee,Clarksville,Treeland Drive,0,4,https://www.gunviolencearchive.org/incident/174544,2014,08-2014
99,99,175767,2014-08-13,Louisiana,New Orleans,New Orleans and North Rocheblave streets,0,4,https://www.gunviolencearchive.org/incident/175767,2014,08-2014
100,100,173369,2014-08-12,New York,Buffalo,Oakmont Ave,1,3,https://www.gunviolencearchive.org/incident/173369,2014,08-2014
101,101,173628,2014-08-12,Georgia,Cartersville,Brent Cir,2,3,https://www.gunviolencearchive.org/incident/173628,2014,08-2014
102,102,172304,2014-08-10,Louisiana,New Orleans,5400 block of Burgundy St,2,5,https://www.gunviolencearchive.org/incident/172304,2014,08-2014
103,103,172205,2014-08-10,District of Columbia,Washington,50 block of N St SW,0,6,https://www.gunviolencearchive.org/incident/172205,2014,08-2014
104,104,172288,2014-08-10,Georgia,Wrightsville,2455 Idylwild Dr,0,6,https://www.gunviolencearchive.org/incident/172288,2014,08-2014
105,105,172180,2014-08-10,California,Moreno Valley,16300 block of Heather Glen Road ,0,7,https://www.gunviolencearchive.org/incident/172180,2014,08-2014
106,106,171802,2014-08-09,Minnesota,Minneapolis,400 3rd Ave N,1,8,https://www.gunviolencearchive.org/incident/171802,2014,08-2014
107,107,173786,2014-08-08,District of Columbia,Washington,2nd St NE and Todd Pl NE,0,4,https://www.gunviolencearchive.org/incident/173786,2014,08-2014
108,108,171778,2014-08-08,Wisconsin,Milwaukee,3000 block of N. 28th Street ,0,4,https://www.gunviolencearchive.org/incident/171778,2014,08-2014
109,109,171823,2014-08-08,New Mexico,Albuquerque,3426 Vassar NE,1,3,https://www.gunviolencearchive.org/incident/171823,2014,08-2014
110,110,170704,2014-08-06,California,Bakersfield,1700 block of Quincy Street ,3,1,https://www.gunviolencearchive.org/incident/170704,2014,08-2014
111,111,169326,2014-08-04,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0,5,https://www.gunviolencearchive.org/incident/169326,2014,08-2014
112,112,168844,2014-08-03,Virginia,Culpeper,14458 Rixeyville Rd,5,0,https://www.gunviolencearchive.org/incident/168844,2014,08-2014
113,113,168551,2014-08-03,Texas,Humble,3403 FM 1960,0,7,https://www.gunviolencearchive.org/incident/168551,2014,08-2014
114,114,168786,2014-08-03,Missouri,Saint Louis,5200 block of Thekla ,0,5,https://www.gunviolencearchive.org/incident/168786,2014,08-2014
115,115,169024,2014-08-03,Tennessee,Columbia,East 9th Street and Bridge Street,0,5,https://www.gunviolencearchive.org/incident/169024,2014,08-2014
116,116,167872,2014-08-02,Texas,Dallas,5125 Wynell Street,3,1,https://www.gunviolencearchive.org/incident/167872,2014,08-2014
117,117,168307,2014-08-02,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1,5,https://www.gunviolencearchive.org/incident/168307,2014,08-2014
118,118,168169,2014-08-02,Massachusetts,New Bedford,Acushnet Avenue,0,7,https://www.gunviolencearchive.org/incident/168169,2014,08-2014
119,119,167649,2014-08-01,Pennsylvania,Philadelphia,1500 block of South Etting Street,1,3,https://www.gunviolencearchive.org/incident/167649,2014,08-2014
120,120,176329,2014-07-30,North Carolina,Hope Mills,5109 New Moon Dr,3,4,https://www.gunviolencearchive.org/incident/176329,2014,07-2014
121,121,165856,2014-07-28,Pennsylvania,Philadelphia,4900 block of North Front Street,1,4,https://www.gunviolencearchive.org/incident/165856,2014,07-2014
122,122,165089,2014-07-27,Missouri,Saint Louis,2000 block of East John Avenue,0,5,https://www.gunviolencearchive.org/incident/165089,2014,07-2014
123,123,166970,2014-07-26,Arkansas,Pine Bluff,Third Ave and Redbud St,1,3,https://www.gunviolencearchive.org/incident/166970,2014,07-2014
124,124,163930,2014-07-26,Georgia,Sylvester,Royal Street,0,8,https://www.gunviolencearchive.org/incident/163930,2014,07-2014
125,125,164513,2014-07-26,Maine,Saco,35 Water Street,5,0,https://www.gunviolencearchive.org/incident/164513,2014,07-2014
126,126,163874,2014-07-25,Illinois,Chicago,700 S California Ave,1,6,https://www.gunviolencearchive.org/incident/163874,2014,07-2014
127,127,162687,2014-07-23,Pennsylvania,Braddock,700 block of Hickory St,0,4,https://www.gunviolencearchive.org/incident/162687,2014,07-2014
128,128,161302,2014-07-21,New Jersey,Irvington,36 Welland Avenue,0,6,https://www.gunviolencearchive.org/incident/161302,2014,07-2014
129,129,162008,2014-07-21,Tennessee,Memphis,300 block of Foote Park Lane,0,4,https://www.gunviolencearchive.org/incident/162008,2014,07-2014
130,130,161063,2014-07-20,Nevada,Las Vegas,3400 block of N Rancho Dr,1,3,https://www.gunviolencearchive.org/incident/161063,2014,07-2014
131,131,160998,2014-07-20,Illinois,East Saint Louis,5103 block of Bunkum Rd,1,3,https://www.gunviolencearchive.org/incident/160998,2014,07-2014
132,132,160488,2014-07-19,Illinois,Chicago,1300 North Mason Avenue,0,4,https://www.gunviolencearchive.org/incident/160488,2014,07-2014
133,133,158387,2014-07-14,California,Sacramento,Fulton Avenue ,1,4,https://www.gunviolencearchive.org/incident/158387,2014,07-2014
134,134,159291,2014-07-13,District of Columbia,Washington,1700 block of Lincoln Rd NE,0,4,https://www.gunviolencearchive.org/incident/159291,2014,07-2014
135,135,158589,2014-07-13,Connecticut,Stamford,84 West Park Place,0,5,https://www.gunviolencearchive.org/incident/158589,2014,07-2014
136,136,158306,2014-07-13,Washington,Skyway,12600 Renton Avenue South ,0,5,https://www.gunviolencearchive.org/incident/158306,2014,07-2014
137,137,157857,2014-07-12,California,Pasadena,1700 block of Summit Avenue,3,2,https://www.gunviolencearchive.org/incident/157857,2014,07-2014
138,138,157580,2014-07-11,Illinois,Chicago,5200 West Quincy Street,1,3,https://www.gunviolencearchive.org/incident/157580,2014,07-2014
139,139,156670,2014-07-09,Texas,Spring,711 Leaflet Ln,6,1,https://www.gunviolencearchive.org/incident/156670,2014,07-2014
140,140,156468,2014-07-08,Rhode Island,Providence,35 March Street,0,5,https://www.gunviolencearchive.org/incident/156468,2014,07-2014
141,141,162305,2014-07-07,Kentucky,Stopover,KY 194E,0,4,https://www.gunviolencearchive.org/incident/162305,2014,07-2014
142,142,155943,2014-07-07,California,San Bernardino,312  E Baseline Street ,1,4,https://www.gunviolencearchive.org/incident/155943,2014,07-2014
143,143,156125,2014-07-06,Florida,Miami,NW 20th Ave and NW 62nd St,2,2,https://www.gunviolencearchive.org/incident/156125,2014,07-2014
144,144,155412,2014-07-06,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,0,4,https://www.gunviolencearchive.org/incident/155412,2014,07-2014
145,145,155755,2014-07-06,New York,Buffalo,100 block of Erb Street,0,4,https://www.gunviolencearchive.org/incident/155755,2014,07-2014
146,146,154971,2014-07-05,Oregon,Portland,333 SE 122nd Ave,1,4,https://www.gunviolencearchive.org/incident/154971,2014,07-2014
147,147,154834,2014-07-05,Virginia,Norfolk,861 W. 36th Street,0,7,https://www.gunviolencearchive.org/incident/154834,2014,07-2014
148,148,154721,2014-07-05,Indiana,Indianapolis,Broad Ripple Avenue,0,7,https://www.gunviolencearchive.org/incident/154721,2014,07-2014
149,149,158055,2014-07-05,Illinois,Centreville,4700 Piggott Avenue,0,5,https://www.gunviolencearchive.org/incident/158055,2014,07-2014
150,150,154803,2014-07-05,Texas,Houston,1700 Almeda-Genoa,0,6,https://www.gunviolencearchive.org/incident/154803,2014,07-2014
151,151,154844,2014-07-04,Virginia,Norfolk,1722 Thurgood Street,0,5,https://www.gunviolencearchive.org/incident/154844,2014,07-2014
152,152,156834,2014-07-02,Pennsylvania,Chester,1400 block of West Congress Street,0,5,https://www.gunviolencearchive.org/incident/156834,2014,07-2014
153,153,153275,2014-06-30,Kentucky,Lexington,Scottsdale Circle,1,3,https://www.gunviolencearchive.org/incident/153275,2014,06-2014
154,154,152468,2014-06-29,Louisiana,New Orleans,700 block of Bourbon St,1,9,https://www.gunviolencearchive.org/incident/152468,2014,06-2014
155,155,153648,2014-06-29,Missouri,Saint Louis,2800 block of Dayton,0,4,https://www.gunviolencearchive.org/incident/153648,2014,06-2014
156,156,152693,2014-06-29,California,Los Angeles,1100 block of North Vermont Avenue,1,5,https://www.gunviolencearchive.org/incident/152693,2014,06-2014
157,157,152960,2014-06-28,California,Antioch,5500 Cedar Point Way,0,7,https://www.gunviolencearchive.org/incident/152960,2014,06-2014
158,158,153578,2014-06-28,New York,Manhattan,Fifth Avenue and West 139th Street,0,4,https://www.gunviolencearchive.org/incident/153578,2014,06-2014
159,159,152722,2014-06-27,California,San Diego,1600 block of Cathy Street,1,3,https://www.gunviolencearchive.org/incident/152722,2014,06-2014
160,160,151659,2014-06-26,Wisconsin,Milwaukee,24th and Locust,0,5,https://www.gunviolencearchive.org/incident/151659,2014,06-2014
161,161,157018,2014-06-26,Michigan,Detroit,Grand St,2,2,https://www.gunviolencearchive.org/incident/157018,2014,06-2014
162,162,151475,2014-06-25,Massachusetts,Lowell,Midland Street,0,5,https://www.gunviolencearchive.org/incident/151475,2014,06-2014
163,163,150299,2014-06-24,Florida,Miami,Northwest 12th Avenue and 65th Street,2,7,https://www.gunviolencearchive.org/incident/150299,2014,06-2014
164,164,154136,2014-06-22,California,Windsor,Windsor Avenue,1,3,https://www.gunviolencearchive.org/incident/154136,2014,06-2014
165,165,150344,2014-06-21,Tennessee,Memphis,2119 East Alcy Road,0,5,https://www.gunviolencearchive.org/incident/150344,2014,06-2014
166,166,149954,2014-06-21,District of Columbia,Washington,Florida Ave NW and U St NW,0,4,https://www.gunviolencearchive.org/incident/149954,2014,06-2014
167,167,157013,2014-06-20,Maryland,Seat Pleasant,6600 block of Greig Street,0,4,https://www.gunviolencearchive.org/incident/157013,2014,06-2014
168,168,146565,2014-06-15,Indiana,Kokomo,5100 Clinton Drive,0,4,https://www.gunviolencearchive.org/incident/146565,2014,06-2014
169,169,146586,2014-06-15,Illinois,Park Forest,200 Berry Street,0,4,https://www.gunviolencearchive.org/incident/146586,2014,06-2014
170,170,149706,2014-06-13,California,Los Angeles,8600 block of South Figueroa Street,3,1,https://www.gunviolencearchive.org/incident/149706,2014,06-2014
171,171,156245,2014-06-09,New Jersey,Paterson,Rosa Parks Boulevard and Godwin Avenue,0,6,https://www.gunviolencearchive.org/incident/156245,2014,06-2014
172,172,144524,2014-06-08,Florida,Fort Myers,17372 Phlox Drive,5,0,https://www.gunviolencearchive.org/incident/144524,2014,06-2014
173,173,144565,2014-06-08,Alabama,Opp,611 Hardin Street,1,4,https://www.gunviolencearchive.org/incident/144565,2014,06-2014
174,174,143723,2014-06-07,South Carolina,Moncks Corner,Tish Lane,1,5,https://www.gunviolencearchive.org/incident/143723,2014,06-2014
175,175,143979,2014-06-07,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3,https://www.gunviolencearchive.org/incident/143979,2014,06-2014
176,176,142822,2014-06-04,Illinois,Chicago,4900 West West End Avenue,1,3,https://www.gunviolencearchive.org/incident/142822,2014,06-2014
177,177,142818,2014-06-03,Georgia,Atlanta,Auburn Avenue,1,4,https://www.gunviolencearchive.org/incident/142818,2014,06-2014
178,178,142076,2014-06-02,Illinois,Chicago,2660 E. 79th St,0,7,https://www.gunviolencearchive.org/incident/142076,2014,06-2014
179,179,141382,2014-06-01,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5,https://www.gunviolencearchive.org/incident/141382,2014,06-2014
180,180,141792,2014-06-01,California,Sacramento,6500 46th Street,0,4,https://www.gunviolencearchive.org/incident/141792,2014,06-2014
181,181,153532,2014-05-31,California,San Bernardino,800 block of West Victoria St,1,3,https://www.gunviolencearchive.org/incident/153532,2014,05-2014
182,182,139281,2014-05-25,Ohio,Toledo,2100 block of Joffre Avenue,1,3,https://www.gunviolencearchive.org/incident/139281,2014,05-2014
183,183,138567,2014-05-24,Michigan,Detroit,Strathmoor St,0,4,https://www.gunviolencearchive.org/incident/138567,2014,05-2014
184,184,138645,2014-05-24,South Carolina,Myrtle Beach,104 N Ocean Blvd,3,1,https://www.gunviolencearchive.org/incident/138645,2014,05-2014
185,185,140185,2014-05-23,Louisiana,New Orleans,6200 block of Eads Street,1,7,https://www.gunviolencearchive.org/incident/140185,2014,05-2014
186,186,138282,2014-05-23,California,Goleta,840 Embarcadero del Norte,4,7,https://www.gunviolencearchive.org/incident/138282,2014,05-2014
187,187,138370,2014-05-23,California,Bellflower,9541 Flower Street,2,2,https://www.gunviolencearchive.org/incident/138370,2014,05-2014
188,188,142123,2014-05-21,Texas,Dallas,4515 Village Fair Pl,1,3,https://www.gunviolencearchive.org/incident/142123,2014,05-2014
189,189,135904,2014-05-18,Ohio,Sandusky,1643 Cleveland Rd,0,7,https://www.gunviolencearchive.org/incident/135904,2014,05-2014
190,190,136567,2014-05-17,California,Coachella,84000 block of Pedro Drive,1,3,https://www.gunviolencearchive.org/incident/136567,2014,05-2014
191,191,136163,2014-05-17,District of Columbia,Washington,2200 block of Adams Pl NE,0,5,https://www.gunviolencearchive.org/incident/136163,2014,05-2014
192,192,134823,2014-05-13,Georgia,Atlanta,Panther Trail and Childress Drive,0,5,https://www.gunviolencearchive.org/incident/134823,2014,05-2014
193,193,134591,2014-05-12,Illinois,Chicago,3400 West 24th Street,0,4,https://www.gunviolencearchive.org/incident/134591,2014,05-2014
194,194,134238,2014-05-11,Tennessee,Memphis,2517 Shasta,0,7,https://www.gunviolencearchive.org/incident/134238,2014,05-2014
195,195,156823,2014-05-10,California,Sacramento,3031 Guadalajara Way,1,6,https://www.gunviolencearchive.org/incident/156823,2014,05-2014
196,196,134044,2014-05-10,Georgia,Stone Mountain,1100 To Lani Farm Road,1,3,https://www.gunviolencearchive.org/incident/134044,2014,05-2014
197,197,134052,2014-05-10,Georgia,Decatur,Shamrock Dr,2,3,https://www.gunviolencearchive.org/incident/134052,2014,05-2014
198,198,131697,2014-05-04,Illinois,Chicago,500 West Erie Street,1,3,https://www.gunviolencearchive.org/incident/131697,2014,05-2014
199,199,132897,2014-05-04,Colorado,Wheat Ridge,12100 W 44th,0,4,https://www.gunviolencearchive.org/incident/132897,2014,05-2014
200,200,131998,2014-05-03,Arkansas,Jonesboro,2201 Moore Rd,4,4,https://www.gunviolencearchive.org/incident/131998,2014,05-2014
