level_0,index,incident_id,incident_date,state,city_or_county,address,killed,injured,incident_url,year,month-year
201,201,132405,2014-05-03,Texas,Houston,Gears Rd and Trickey Rd,0,6,https://www.gunviolencearchive.org/incident/132405,2014,05-2014
202,202,130933,2014-04-30,Illinois,Chicago,7200 South Phillips Avenue,0,4,https://www.gunviolencearchive.org/incident/130933,2014,04-2014
203,203,130232,2014-04-29,Georgia,Kennesaw,1675 Airport Road,1,6,https://www.gunviolencearchive.org/incident/130232,2014,04-2014
204,204,129730,2014-04-27,New York,Troy,Fourth Street,0,5,https://www.gunviolencearchive.org/incident/129730,2014,04-2014
205,205,128871,2014-04-25,Tennessee,Memphis,2000 Chelsea Avenue,2,3,https://www.gunviolencearchive.org/incident/128871,2014,04-2014
206,206,173109,2014-04-22,California,Los Angeles,6419 Brynhurst Avenue,1,3,https://www.gunviolencearchive.org/incident/173109,2014,04-2014
207,207,127045,2014-04-20,Illinois,Montgomery,1300 block of Jackson St,0,6,https://www.gunviolencearchive.org/incident/127045,2014,04-2014
208,208,127381,2014-04-20,Florida,Tampa,2902 N. 32nd St.,2,2,https://www.gunviolencearchive.org/incident/127381,2014,04-2014
209,209,127413,2014-04-20,Illinois,Chicago,6600 South Michigan Ave,0,5,https://www.gunviolencearchive.org/incident/127413,2014,04-2014
210,210,156828,2014-04-14,District of Columbia,Washington,1909 19th St SE,0,4,https://www.gunviolencearchive.org/incident/156828,2014,04-2014
211,211,125028,2014-04-12,Louisiana,New Orleans,2100 block of Pauger Street,1,3,https://www.gunviolencearchive.org/incident/125028,2014,04-2014
212,212,124146,2014-04-11,Indiana,Richmond,North 15th and H Streets,0,4,https://www.gunviolencearchive.org/incident/124146,2014,04-2014
213,213,124131,2014-04-09,Illinois,Rockford,300 N Sunset Ave,0,5,https://www.gunviolencearchive.org/incident/124131,2014,04-2014
214,214,123891,2014-04-09,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1,https://www.gunviolencearchive.org/incident/123891,2014,04-2014
215,215,123008,2014-04-07,Louisiana,New Orleans,500 block of South Alexander Street,0,4,https://www.gunviolencearchive.org/incident/123008,2014,04-2014
216,216,123666,2014-04-06,Massachusetts,Springfield,90 Worthington St.,0,4,https://www.gunviolencearchive.org/incident/123666,2014,04-2014
217,217,125863,2014-04-06,Oklahoma,Oklahoma City,Northwest 29th Street and Portland Avenue,0,4,https://www.gunviolencearchive.org/incident/125863,2014,04-2014
218,218,122136,2014-04-05,Illinois,Chicago,4300 W Wilcox Street,1,5,https://www.gunviolencearchive.org/incident/122136,2014,04-2014
219,219,122612,2014-04-05,Arizona,Phoenix,5400 block of W Palm Ln,1,3,https://www.gunviolencearchive.org/incident/122612,2014,04-2014
220,220,122672,2014-04-05,California,Fairfield,Orchid Street ,0,4,https://www.gunviolencearchive.org/incident/122672,2014,04-2014
221,221,121031,2014-04-02,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,4,16,https://www.gunviolencearchive.org/incident/121031,2014,04-2014
222,222,120621,2014-03-30,Mississippi,Starkville,2938 Rockhill Rd,0,5,https://www.gunviolencearchive.org/incident/120621,2014,03-2014
223,223,120303,2014-03-30,North Carolina,Charlotte,4300 Sunset Road,0,5,https://www.gunviolencearchive.org/incident/120303,2014,03-2014
224,224,117818,2014-03-23,Texas,Arlington,2700 Majesty Drive,1,3,https://www.gunviolencearchive.org/incident/117818,2014,03-2014
225,225,117914,2014-03-23,California,San Francisco,Turk and Taylor,0,7,https://www.gunviolencearchive.org/incident/117914,2014,03-2014
226,226,172722,2014-03-23,California,Long Beach,601 Long Beach Boulevard,1,3,https://www.gunviolencearchive.org/incident/172722,2014,03-2014
227,227,117642,2014-03-21,South Carolina,North Charleston,7550 Dorchester Road,0,4,https://www.gunviolencearchive.org/incident/117642,2014,03-2014
228,228,117591,2014-03-16,Texas,Beaumont,S 4th St,3,1,https://www.gunviolencearchive.org/incident/117591,2014,03-2014
229,229,125855,2014-03-16,Georgia,Waynesboro,4960 Highway 80 West ,0,4,https://www.gunviolencearchive.org/incident/125855,2014,03-2014
230,230,115012,2014-03-14,New York,Brooklyn,S. Second and Roebling Sts,0,4,https://www.gunviolencearchive.org/incident/115012,2014,03-2014
231,231,113156,2014-03-09,Ohio,Fremont,531 W State St,3,1,https://www.gunviolencearchive.org/incident/113156,2014,03-2014
232,232,113247,2014-03-09,Texas,Austin,4900 block of West Race Avenue,0,6,https://www.gunviolencearchive.org/incident/113247,2014,03-2014
233,233,113255,2014-03-08,California,Richmond,1600 block of First Street,1,3,https://www.gunviolencearchive.org/incident/113255,2014,03-2014
234,234,113214,2014-03-08,Illinois,Chicago,4900 West Race Ave,0,6,https://www.gunviolencearchive.org/incident/113214,2014,03-2014
235,235,112415,2014-03-05,South Carolina,Pelzer,Law St,3,1,https://www.gunviolencearchive.org/incident/112415,2014,03-2014
236,236,111095,2014-03-01,Pennsylvania,Pittsburgh,Hamilton Ave,1,4,https://www.gunviolencearchive.org/incident/111095,2014,03-2014
237,237,111109,2014-03-01,Michigan,Detroit,7800 Gratiot Av.,0,4,https://www.gunviolencearchive.org/incident/111109,2014,03-2014
238,238,109957,2014-02-25,Virginia,Glade Spring,33325 Graceland Ln,4,1,https://www.gunviolencearchive.org/incident/109957,2014,02-2014
239,239,109142,2014-02-22,California,Wilmington,1200 block of W Papeete St,0,4,https://www.gunviolencearchive.org/incident/109142,2014,02-2014
240,240,108691,2014-02-20,Indiana,Indianapolis,3400 block of South Parker,4,0,https://www.gunviolencearchive.org/incident/108691,2014,02-2014
241,241,108649,2014-02-20,California,Alturas,300 W 1st St,4,2,https://www.gunviolencearchive.org/incident/108649,2014,02-2014
242,242,107417,2014-02-16,Florida,Orlando (Pine Hills),4500 block of Charlene Terrace,1,6,https://www.gunviolencearchive.org/incident/107417,2014,02-2014
243,243,107519,2014-02-16,Texas,Dallas,2600 block of South Harwood Street,1,7,https://www.gunviolencearchive.org/incident/107519,2014,02-2014
244,244,107673,2014-02-16,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5,https://www.gunviolencearchive.org/incident/107673,2014,02-2014
245,245,108659,2014-02-16,Texas,Fort Worth, 115 NW 25th St.,1,4,https://www.gunviolencearchive.org/incident/108659,2014,02-2014
246,246,107433,2014-02-16,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4,https://www.gunviolencearchive.org/incident/107433,2014,02-2014
247,247,107403,2014-02-15,Nevada,Las Vegas,Sahara and Maryland ,0,5,https://www.gunviolencearchive.org/incident/107403,2014,02-2014
248,248,106243,2014-02-12,California,Stockton,1101 E Lindsay St,1,3,https://www.gunviolencearchive.org/incident/106243,2014,02-2014
249,249,106394,2014-02-12,Indiana,Gary,2220 block of Broadway,0,5,https://www.gunviolencearchive.org/incident/106394,2014,02-2014
250,250,106481,2014-02-12,California,Oakland,37th and International ,1,3,https://www.gunviolencearchive.org/incident/106481,2014,02-2014
251,251,104721,2014-02-07,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5,https://www.gunviolencearchive.org/incident/104721,2014,02-2014
252,252,105010,2014-02-06,Louisiana,New Orleans,4600 block of Downman Road,0,4,https://www.gunviolencearchive.org/incident/105010,2014,02-2014
253,253,104218,2014-02-05,Illinois,Chicago,6740 N Clark St,1,3,https://www.gunviolencearchive.org/incident/104218,2014,02-2014
254,254,103698,2014-02-03,Indiana,Franklin,2100 block of Bridlewood Dr,3,2,https://www.gunviolencearchive.org/incident/103698,2014,02-2014
255,255,140117,2014-01-30,Texas,Cypress,14015 Fosters Creek Dr,4,0,https://www.gunviolencearchive.org/incident/140117,2014,01-2014
256,256,101301,2014-01-27,North Carolina,Rocky Mount,821 Word Plaza,0,4,https://www.gunviolencearchive.org/incident/101301,2014,01-2014
257,257,113665,2014-01-27,Washington,Seattle,2nd Avenue South and South Main Street,1,4,https://www.gunviolencearchive.org/incident/113665,2014,01-2014
258,258,100434,2014-01-25,Illinois,Chicago,S Union Ave and W 51st St,1,4,https://www.gunviolencearchive.org/incident/100434,2014,01-2014
259,259,100568,2014-01-25,Florida,Belle Glade,600 block of Covenant Drive,0,4,https://www.gunviolencearchive.org/incident/100568,2014,01-2014
260,260,98836,2014-01-21,New Jersey,Newark,Springfield Avenue ,2,3,https://www.gunviolencearchive.org/incident/98836,2014,01-2014
261,261,104902,2014-01-20,Virginia,Manassas,8509 Rixlew Ln,0,4,https://www.gunviolencearchive.org/incident/104902,2014,01-2014
262,262,97407,2014-01-16,Oklahoma,Ardmore,H St NE and Martin Luther King Blvd,2,4,https://www.gunviolencearchive.org/incident/97407,2014,01-2014
263,263,97365,2014-01-16,Utah,Spanish Fork,37 N. 630 West,5,0,https://www.gunviolencearchive.org/incident/97365,2014,01-2014
264,264,96792,2014-01-14,California,Los Angeles,West 86th Street,0,4,https://www.gunviolencearchive.org/incident/96792,2014,01-2014
265,265,96185,2014-01-13,Michigan,Detroit,800 block of Calvert St,0,4,https://www.gunviolencearchive.org/incident/96185,2014,01-2014
266,266,95579,2014-01-12,Illinois,Elgin,300 block of North St,0,5,https://www.gunviolencearchive.org/incident/95579,2014,01-2014
267,267,95500,2014-01-12,Louisiana,Tallulah,3600 block of Highway 80 W,0,6,https://www.gunviolencearchive.org/incident/95500,2014,01-2014
268,268,95550,2014-01-12,Alabama,Huntsville,University Drive,0,5,https://www.gunviolencearchive.org/incident/95550,2014,01-2014
269,269,95146,2014-01-11,Mississippi,Jackson,3430 W. Capitol Street,0,4,https://www.gunviolencearchive.org/incident/95146,2014,01-2014
270,270,94514,2014-01-05,Pennsylvania,Erie,829 Parade St,1,3,https://www.gunviolencearchive.org/incident/94514,2014,01-2014
271,271,92704,2014-01-03,New York,Queens,Farmers Boulevard and 133rd Avenue,1,3,https://www.gunviolencearchive.org/incident/92704,2014,01-2014
272,272,92194,2014-01-01,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2,https://www.gunviolencearchive.org/incident/92194,2014,01-2014
