level_0,index,incident_id,incident_date,state,city_or_country,address,killed,injured,incident_url,year,month-year
35,35,448653,2015-11-16,Alabama,Cedar Bluff,1460 County Rd 664,3,1,https://www.gunviolencearchive.org/incident/448653,2015,11-2015
36,36,448419,2015-11-15,Texas,Tennessee Colony,800 block of An County Rd 2217,5,0,https://www.gunviolencearchive.org/incident/448419,2015,11-2015
37,37,448286,2015-11-15,Pennsylvania,Philadelphia,5600 block of Blakemore St,0,4,https://www.gunviolencearchive.org/incident/448286,2015,11-2015
38,38,447462,2015-11-14,Pennsylvania,Johnstown,1159 Main St,0,4,https://www.gunviolencearchive.org/incident/447462,2015,11-2015
39,39,446996,2015-11-13,Florida,Jacksonville,1300 block of South Shirley Oaks Drive,4,1,https://www.gunviolencearchive.org/incident/446996,2015,11-2015
40,40,444458,2015-11-09,Indiana,Indianapolis,400 block of North Beville Ave,2,2,https://www.gunviolencearchive.org/incident/444458,2015,11-2015
41,41,443821,2015-11-08,Iowa,Des Moines,4397 NW 6th Drive,1,3,https://www.gunviolencearchive.org/incident/443821,2015,11-2015
42,42,444168,2015-11-08,Michigan,Warren,13859 8 Mile Road,0,4,https://www.gunviolencearchive.org/incident/444168,2015,11-2015
43,43,443652,2015-11-07,Colorado,Denver,Bayaud and Bannock,1,3,https://www.gunviolencearchive.org/incident/443652,2015,11-2015
44,44,444406,2015-11-06,California,Bakersfield,1000 block of Feliz Drive,0,4,https://www.gunviolencearchive.org/incident/444406,2015,11-2015
45,45,441681,2015-11-03,Florida,Jacksonville,Ella Street and Kings Road,2,3,https://www.gunviolencearchive.org/incident/441681,2015,11-2015
46,46,440743,2015-11-02,South Carolina,Pendleton,2217 Refuge Road,4,0,https://www.gunviolencearchive.org/incident/440743,2015,11-2015
47,47,438651,2015-10-28,Louisiana,Houma,400 block of Morgan Street,1,3,https://www.gunviolencearchive.org/incident/438651,2015,10-2015
48,48,437836,2015-10-27,Texas,Fort Worth,1700 block of Southcrest Drive,0,5,https://www.gunviolencearchive.org/incident/437836,2015,10-2015
49,49,437323,2015-10-26,Indiana,Evansville,711 E Virginia St,0,5,https://www.gunviolencearchive.org/incident/437323,2015,10-2015
50,50,436234,2015-10-25,Arizona,Phoenix,Seventh Street and Broadway,1,4,https://www.gunviolencearchive.org/incident/436234,2015,10-2015
51,51,436240,2015-10-25,District of Columbia,Washington,4300 block of Wheeler Road SE,0,5,https://www.gunviolencearchive.org/incident/436240,2015,10-2015
52,52,436202,2015-10-25,North Carolina,Four Oaks,2339 Stricklands Crossroads Road,0,5,https://www.gunviolencearchive.org/incident/436202,2015,10-2015
53,53,436219,2015-10-24,South Carolina,Bamberg,682 Dixie Ave.,0,4,https://www.gunviolencearchive.org/incident/436219,2015,10-2015
54,54,435144,2015-10-22,Tennessee,Nashville,3500 John A. Merritt Blvd,1,3,https://www.gunviolencearchive.org/incident/435144,2015,10-2015
55,55,433146,2015-10-19,Illinois,Calumet City,300 Campbell Avenue,0,6,https://www.gunviolencearchive.org/incident/433146,2015,10-2015
56,56,432711,2015-10-18,Louisiana,New Orleans,2600 block of Caffin Avenue,0,4,https://www.gunviolencearchive.org/incident/432711,2015,10-2015
57,57,432466,2015-10-17,Florida,Fort Myers,2224 First St,1,4,https://www.gunviolencearchive.org/incident/432466,2015,10-2015
58,58,432072,2015-10-17,Indiana,Elkhart,160 Easy Shopping Pl,0,4,https://www.gunviolencearchive.org/incident/432072,2015,10-2015
59,59,429410,2015-10-12,Georgia,Decatur,4731 Glenwood Road,0,4,https://www.gunviolencearchive.org/incident/429410,2015,10-2015
60,60,428215,2015-10-10,Tennessee,Memphis,6135 Mount Moriah Road,0,6,https://www.gunviolencearchive.org/incident/428215,2015,10-2015
61,61,428247,2015-10-10,North Carolina,Charlotte,1900 block of West Boulevard,0,4,https://www.gunviolencearchive.org/incident/428247,2015,10-2015
62,62,429614,2015-10-10,Illinois,Peoria,2405 N Flora,1,3,https://www.gunviolencearchive.org/incident/429614,2015,10-2015
63,63,427621,2015-10-09,Arizona,Flagstaff,216 E Mountain View Dr,1,3,https://www.gunviolencearchive.org/incident/427621,2015,10-2015
64,64,426256,2015-10-06,Maryland,Baltimore,300 block of North Payson Street,0,5,https://www.gunviolencearchive.org/incident/426256,2015,10-2015
65,65,424224,2015-10-02,Maryland,Baltimore,5400 Reisterstown Road,1,4,https://www.gunviolencearchive.org/incident/424224,2015,10-2015
66,66,423223,2015-10-01,Oregon,Roseburg,1140 Umpqua College Rd,10,9,https://www.gunviolencearchive.org/incident/423223,2015,10-2015
67,67,422064,2015-09-28,Illinois,Chicago,300 block of West 42nd Street,3,2,https://www.gunviolencearchive.org/incident/422064,2015,09-2015
68,68,422035,2015-09-28,Illinois,Chicago,5300 block of South Aberdeen Street,2,3,https://www.gunviolencearchive.org/incident/422035,2015,09-2015
69,69,422020,2015-09-28,Ohio,Dayton,1921 Oakridge,0,4,https://www.gunviolencearchive.org/incident/422020,2015,09-2015
70,70,421650,2015-09-28,Ohio,Cincinnati,1800 block of Hewitt Ave,0,5,https://www.gunviolencearchive.org/incident/421650,2015,09-2015
71,71,421014,2015-09-27,Georgia,Greenville,1140 Hill Haven Road,0,10,https://www.gunviolencearchive.org/incident/421014,2015,09-2015
72,72,421358,2015-09-27,Illinois,Chicago,5200 block of South Justine,0,4,https://www.gunviolencearchive.org/incident/421358,2015,09-2015
73,73,420855,2015-09-27,Missouri,Kansas City,1700 E. 18th St.,0,4,https://www.gunviolencearchive.org/incident/420855,2015,09-2015
74,74,426559,2015-09-25,Illinois,Danville,1300 block of May Street,0,4,https://www.gunviolencearchive.org/incident/426559,2015,09-2015
75,75,419718,2015-09-24,Illinois,Chicago,5100 block of South Morgan Street,0,5,https://www.gunviolencearchive.org/incident/419718,2015,09-2015
76,76,418964,2015-09-23,Florida,Fort Myers,Dale St and Veronica S. Shoemaker Blvd,0,4,https://www.gunviolencearchive.org/incident/418964,2015,09-2015
77,77,419250,2015-09-23,Louisiana,Shreveport,2900 block of Peach Street,0,5,https://www.gunviolencearchive.org/incident/419250,2015,09-2015
78,78,419826,2015-09-23,Georgia,Norcross,1300 block of Reddington Lane,1,3,https://www.gunviolencearchive.org/incident/419826,2015,09-2015
79,79,417013,2015-09-20,Oklahoma,Tulsa,Pine and Yale,0,6,https://www.gunviolencearchive.org/incident/417013,2015,09-2015
80,80,417284,2015-09-20,Pennsylvania,Philadelphia,900 Pratt St,1,3,https://www.gunviolencearchive.org/incident/417284,2015,09-2015
81,81,416872,2015-09-20,Illinois,Chicago,5700 block of South LaSalle,1,5,https://www.gunviolencearchive.org/incident/416872,2015,09-2015
82,82,416812,2015-09-19,Indiana,Indianapolis,3900 block of Graceland Ave,1,3,https://www.gunviolencearchive.org/incident/416812,2015,09-2015
83,83,418318,2015-09-17,South Dakota,Geddes,36705 379th Street,6,0,https://www.gunviolencearchive.org/incident/418318,2015,09-2015
84,84,415687,2015-09-17,Michigan,Albion,500 block of W. Broadwell Street,0,4,https://www.gunviolencearchive.org/incident/415687,2015,09-2015
85,85,414580,2015-09-15,New Jersey,Newark,Irvine Turner Boulevard and West Kinney Street,0,4,https://www.gunviolencearchive.org/incident/414580,2015,09-2015
86,86,413001,2015-09-13,Florida,Ocala,1910 South Pine Avenue,1,5,https://www.gunviolencearchive.org/incident/413001,2015,09-2015
87,87,412996,2015-09-12,Louisiana,Shreveport,1500 block of Clanton Street,0,4,https://www.gunviolencearchive.org/incident/412996,2015,09-2015
88,88,412487,2015-09-12,New York,Rochester,36 Woodward Street,2,4,https://www.gunviolencearchive.org/incident/412487,2015,09-2015
89,89,412529,2015-09-12,Minnesota,Minneapolis,1st Ave. and N. 5th St.,0,6,https://www.gunviolencearchive.org/incident/412529,2015,09-2015
90,90,412539,2015-09-12,Minnesota,Minneapolis,1200 block of 22nd Ave. N.,1,3,https://www.gunviolencearchive.org/incident/412539,2015,09-2015
91,91,412557,2015-09-11,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,0,5,https://www.gunviolencearchive.org/incident/412557,2015,09-2015
92,92,409856,2015-09-08,Illinois,Chicago,56th and Green,0,4,https://www.gunviolencearchive.org/incident/409856,2015,09-2015
93,93,411888,2015-09-08,Georgia,Berlin,,0,4,https://www.gunviolencearchive.org/incident/411888,2015,09-2015
94,94,409732,2015-09-07,Indiana,Gary,9300 block of Sunrise,2,4,https://www.gunviolencearchive.org/incident/409732,2015,09-2015
95,95,409601,2015-09-07,Colorado,Denver,1909 Blake Street,0,4,https://www.gunviolencearchive.org/incident/409601,2015,09-2015
96,96,412040,2015-09-07,Minnesota,Excelsior,Channel Drive,5,0,https://www.gunviolencearchive.org/incident/412040,2015,09-2015
97,97,408449,2015-09-05,North Carolina,Charlotte,6800 block of Fieldvale Place,1,3,https://www.gunviolencearchive.org/incident/408449,2015,09-2015
98,98,408276,2015-09-05,Florida,Daytona Beach,300 block of Pearl Street,0,4,https://www.gunviolencearchive.org/incident/408276,2015,09-2015
99,99,409101,2015-09-05,Nevada,Las Vegas,5000 block of Hollywood Boulevard,1,3,https://www.gunviolencearchive.org/incident/409101,2015,09-2015
100,100,408256,2015-09-05,Missouri,Columbia,1509 Ashley Street,0,4,https://www.gunviolencearchive.org/incident/408256,2015,09-2015
101,101,404167,2015-08-30,Tennessee,Memphis,3300 block of Sobota Circle,1,4,https://www.gunviolencearchive.org/incident/404167,2015,08-2015
102,102,404238,2015-08-29,Tennessee,Bristol,618 Henson Road,3,2,https://www.gunviolencearchive.org/incident/404238,2015,08-2015
103,103,405133,2015-08-29,Texas,Tyler,638 ENE Loop 323,1,3,https://www.gunviolencearchive.org/incident/405133,2015,08-2015
104,104,403069,2015-08-28,New York,Brooklyn,589 Flatbush Avenue,1,3,https://www.gunviolencearchive.org/incident/403069,2015,08-2015
105,105,402623,2015-08-27,Florida,Saint Augustine,S Bellagio Dr,2,2,https://www.gunviolencearchive.org/incident/402623,2015,08-2015
106,106,403669,2015-08-27,California,Salinas,928 Blanco Circle,2,2,https://www.gunviolencearchive.org/incident/403669,2015,08-2015
107,107,401884,2015-08-26,Minnesota,Minneapolis (Brooklyn Center),5000 block of Drew Ave N,0,4,https://www.gunviolencearchive.org/incident/401884,2015,08-2015
108,108,402113,2015-08-26,Illinois,Chicago,3025 W. Van Buren Ave,2,2,https://www.gunviolencearchive.org/incident/402113,2015,08-2015
109,109,402051,2015-08-26,Florida,West Palm Beach,800 block of 19th Street,2,2,https://www.gunviolencearchive.org/incident/402051,2015,08-2015
110,110,402108,2015-08-25,Louisiana,New Orleans,Fern Street and Olive Street,1,3,https://www.gunviolencearchive.org/incident/402108,2015,08-2015
111,111,400091,2015-08-23,California,Modesto,1100 block of Kansas Avenue,1,7,https://www.gunviolencearchive.org/incident/400091,2015,08-2015
112,112,399564,2015-08-22,New Mexico,Roswell,302 East Reed Street,3,1,https://www.gunviolencearchive.org/incident/399564,2015,08-2015
113,113,399883,2015-08-22,Florida,Orlando,FL-408 and N Pine Hills Rd,0,4,https://www.gunviolencearchive.org/incident/399883,2015,08-2015
114,114,399212,2015-08-21,North Carolina,Durham,2700 block of Hinson Drive,0,8,https://www.gunviolencearchive.org/incident/399212,2015,08-2015
115,115,399367,2015-08-21,Ohio,Cincinnati,Mathis and Prentice,2,5,https://www.gunviolencearchive.org/incident/399367,2015,08-2015
116,116,398361,2015-08-19,New York,Rochester,500 Genesee St,3,4,https://www.gunviolencearchive.org/incident/398361,2015,08-2015
117,117,395844,2015-08-16,Texas,Fort Worth,3651 Sycamore School Rd,0,6,https://www.gunviolencearchive.org/incident/395844,2015,08-2015
118,118,395757,2015-08-16,Illinois,Chicago,5400 block of West Division Street,0,4,https://www.gunviolencearchive.org/incident/395757,2015,08-2015
119,119,395718,2015-08-16,South Carolina,Bennettsville,Highway 38N,0,5,https://www.gunviolencearchive.org/incident/395718,2015,08-2015
120,120,395837,2015-08-15,Pennsylvania,Pittsburgh,West Prospect Avenue,1,3,https://www.gunviolencearchive.org/incident/395837,2015,08-2015
121,121,395694,2015-08-15,California,Los Angeles,57th Street and South Normandie Avenue,0,4,https://www.gunviolencearchive.org/incident/395694,2015,08-2015
122,122,395549,2015-08-15,South Carolina,Orangeburg,2868 Bamberg Road,1,3,https://www.gunviolencearchive.org/incident/395549,2015,08-2015
123,123,392131,2015-08-10,California,Long Beach,1700 block of East 10th Street,0,4,https://www.gunviolencearchive.org/incident/392131,2015,08-2015
124,124,391263,2015-08-09,Mississippi,Forest,Poplar St,1,3,https://www.gunviolencearchive.org/incident/391263,2015,08-2015
125,125,391219,2015-08-09,Michigan,Detroit,15200 block of Hazelridge,1,3,https://www.gunviolencearchive.org/incident/391219,2015,08-2015
126,126,391014,2015-08-09,Missouri,Kansas City,40th Street and Pennsylvania Avenue,0,4,https://www.gunviolencearchive.org/incident/391014,2015,08-2015
127,127,390914,2015-08-08,North Carolina,Gastonia,4908 Greenwood Dr,2,3,https://www.gunviolencearchive.org/incident/390914,2015,08-2015
128,128,390774,2015-08-08,Arkansas,Blytheville,833 Anderson Street,1,11,https://www.gunviolencearchive.org/incident/390774,2015,08-2015
129,129,390526,2015-08-08,Texas,Houston,2211 Falling Oaks,8,0,https://www.gunviolencearchive.org/incident/390526,2015,08-2015
130,130,390050,2015-08-07,Vermont,Barre,3182 Airport Rd,4,0,https://www.gunviolencearchive.org/incident/390050,2015,08-2015
131,131,389057,2015-08-06,South Carolina,Columbia,1505 Garden Plaza,0,4,https://www.gunviolencearchive.org/incident/389057,2015,08-2015
132,132,389149,2015-08-04,Missouri,Saint Louis,2500 block of Semple,1,4,https://www.gunviolencearchive.org/incident/389149,2015,08-2015
133,133,387194,2015-08-03,New York,Brooklyn,98 Dwight Street,0,5,https://www.gunviolencearchive.org/incident/387194,2015,08-2015
134,134,385779,2015-08-02,New York,Brooklyn,Stanley Avenue and Crescent Street,0,9,https://www.gunviolencearchive.org/incident/385779,2015,08-2015
135,135,386140,2015-08-02,Maryland,Baltimore,2700 block of Garrison Avenue,0,7,https://www.gunviolencearchive.org/incident/386140,2015,08-2015
136,136,385824,2015-08-02,Illinois,Chicago,4800 block of West Kamerling Avenue,1,4,https://www.gunviolencearchive.org/incident/385824,2015,08-2015
137,137,386066,2015-08-02,Georgia,Savannah,Barnard Street,0,5,https://www.gunviolencearchive.org/incident/386066,2015,08-2015
138,138,401742,2015-08-02,Illinois,Chicago,6700 block of South Winchester Avenue,0,4,https://www.gunviolencearchive.org/incident/401742,2015,08-2015
139,139,386937,2015-08-01,Florida,Orlando,5801 Shenandoah Way,0,4,https://www.gunviolencearchive.org/incident/386937,2015,08-2015
140,140,384662,2015-07-30,Pennsylvania,Pittsburgh,Brushton Avenue,0,4,https://www.gunviolencearchive.org/incident/384662,2015,07-2015
141,141,382459,2015-07-27,Illinois,Rockford,900 block of Kent Street,0,5,https://www.gunviolencearchive.org/incident/382459,2015,07-2015
142,142,381814,2015-07-26,Missouri,Kansas City,Thompson and Colorado,2,3,https://www.gunviolencearchive.org/incident/381814,2015,07-2015
143,143,382170,2015-07-26,Louisiana,New Orleans,Piety and Treasure street,0,4,https://www.gunviolencearchive.org/incident/382170,2015,07-2015
144,144,381433,2015-07-25,Virginia,Hopewell,500 block of N. 7th Ave,0,4,https://www.gunviolencearchive.org/incident/381433,2015,07-2015
145,145,382413,2015-07-24,Pennsylvania,Erie,200 block of W 29th St,2,5,https://www.gunviolencearchive.org/incident/382413,2015,07-2015
146,146,380162,2015-07-23,Louisiana,Lafayette,3141 Johnson Street,3,9,https://www.gunviolencearchive.org/incident/380162,2015,07-2015
147,147,382230,2015-07-22,Missouri,Saint Louis,Fair Ave and Ashland Ave,0,6,https://www.gunviolencearchive.org/incident/382230,2015,07-2015
148,148,379166,2015-07-22,Georgia,Suwanee,5500 block of Old Atlanta Road,5,0,https://www.gunviolencearchive.org/incident/379166,2015,07-2015
149,149,378452,2015-07-21,Florida,Miami Gardens,Northwest 25th Avenue and Miami Gardens Drive,1,3,https://www.gunviolencearchive.org/incident/378452,2015,07-2015
150,150,377878,2015-07-20,New York,Bronx,E. 153rd St. and the Grand Concourse,0,6,https://www.gunviolencearchive.org/incident/377878,2015,07-2015
151,151,377189,2015-07-19,Virginia,Suffolk,100 block of North Capitol Street,0,4,https://www.gunviolencearchive.org/incident/377189,2015,07-2015
152,152,377047,2015-07-19,Kentucky,Louisville,2928 W Kentucky St,0,6,https://www.gunviolencearchive.org/incident/377047,2015,07-2015
153,153,377181,2015-07-19,North Carolina,Rocky Mount,US-64 and E Raleigh Blvd,0,4,https://www.gunviolencearchive.org/incident/377181,2015,07-2015
154,154,378102,2015-07-18,California,San Diego,200 block of South Bancroft Street,0,4,https://www.gunviolencearchive.org/incident/378102,2015,07-2015
155,155,390936,2015-07-18,California,Santa Paula,Ojai-Santa Paula St,0,5,https://www.gunviolencearchive.org/incident/390936,2015,07-2015
156,156,376702,2015-07-18,Oregon,Salem,1550 Weston Ct NE,1,4,https://www.gunviolencearchive.org/incident/376702,2015,07-2015
157,157,377423,2015-07-18,Louisiana,Baton Rouge,300 block of Brice Street,2,2,https://www.gunviolencearchive.org/incident/377423,2015,07-2015
158,158,376211,2015-07-17,Illinois,Chicago,4400 block of W. Maypole,0,5,https://www.gunviolencearchive.org/incident/376211,2015,07-2015
159,159,376823,2015-07-17,District of Columbia,Washington,600 block of Edgewood St NE,1,3,https://www.gunviolencearchive.org/incident/376823,2015,07-2015
160,160,376203,2015-07-17,Ohio,Cincinnati,3100 block of Sunshine Ave,0,4,https://www.gunviolencearchive.org/incident/376203,2015,07-2015
161,161,375773,2015-07-16,Texas,Dallas,2261 Singleton Blvd,0,5,https://www.gunviolencearchive.org/incident/375773,2015,07-2015
162,162,375022,2015-07-16,Tennessee,Chattanooga,4051 Amnicola Hwy,6,2,https://www.gunviolencearchive.org/incident/375022,2015,07-2015
163,163,374602,2015-07-15,Georgia,Atlanta,500 block of Center Hill Avenue,0,5,https://www.gunviolencearchive.org/incident/374602,2015,07-2015
164,164,375322,2015-07-15,Maryland,Baltimore,3500 block of West Garrison Boulevard,1,3,https://www.gunviolencearchive.org/incident/375322,2015,07-2015
165,165,375412,2015-07-15,Ohio,Cleveland,700 block of Thornhill,0,7,https://www.gunviolencearchive.org/incident/375412,2015,07-2015
166,166,374630,2015-07-15,South Carolina,Holly Hill,7050 Old State Rd,4,1,https://www.gunviolencearchive.org/incident/374630,2015,07-2015
167,167,374965,2015-07-15,Michigan,Detroit,9200 block of Memorial,0,4,https://www.gunviolencearchive.org/incident/374965,2015,07-2015
168,168,374292,2015-07-14,Missouri,Saint Louis,1100 block of Riverview,0,4,https://www.gunviolencearchive.org/incident/374292,2015,07-2015
169,169,373993,2015-07-13,California,Norwalk,11959 162nd Street,0,4,https://www.gunviolencearchive.org/incident/373993,2015,07-2015
170,170,373768,2015-07-13,California,Stockton,400 block of McCloud Avenue,1,4,https://www.gunviolencearchive.org/incident/373768,2015,07-2015
171,171,373095,2015-07-12,Illinois,River Forest,116 Lathrop Ave,2,3,https://www.gunviolencearchive.org/incident/373095,2015,07-2015
172,172,373063,2015-07-12,New Jersey,Jersey City,Sip and Van Wagenen avenues,0,4,https://www.gunviolencearchive.org/incident/373063,2015,07-2015
173,173,370187,2015-07-07,Ohio,Cleveland,East 162nd Street and Miles Avenue,1,3,https://www.gunviolencearchive.org/incident/370187,2015,07-2015
174,174,370474,2015-07-07,Maryland,Baltimore,900 block of West Fayette Street,3,1,https://www.gunviolencearchive.org/incident/370474,2015,07-2015
175,175,369014,2015-07-05,Louisiana,Shreveport,3500 block of Hearne Ave,0,6,https://www.gunviolencearchive.org/incident/369014,2015,07-2015
176,176,368732,2015-07-05,Indiana,Fort Wayne,1400 block of McCulloch Street,0,9,https://www.gunviolencearchive.org/incident/368732,2015,07-2015
177,177,369196,2015-07-05,New Jersey,East Orange,200 block of S. Clinton St,1,3,https://www.gunviolencearchive.org/incident/369196,2015,07-2015
178,178,369410,2015-07-04,Kentucky,Louisville,2500 block of West Broadway,0,4,https://www.gunviolencearchive.org/incident/369410,2015,07-2015
179,179,368987,2015-07-04,Massachusetts,Pittsfield,Dewey Avenue,1,4,https://www.gunviolencearchive.org/incident/368987,2015,07-2015
180,180,368867,2015-07-04,District of Columbia,Washington,2600 block of Douglass Pl SE,1,3,https://www.gunviolencearchive.org/incident/368867,2015,07-2015
181,181,368995,2015-07-04,New York,Syracuse,Bellevue and Rich Street,0,4,https://www.gunviolencearchive.org/incident/368995,2015,07-2015
182,182,369127,2015-07-04,Texas,San Antonio,1100 block of West Avenue,0,4,https://www.gunviolencearchive.org/incident/369127,2015,07-2015
183,183,367780,2015-07-02,Indiana,Indianapolis,500 block of Lynn St,1,3,https://www.gunviolencearchive.org/incident/367780,2015,07-2015
184,184,366046,2015-06-29,Florida,Opa Locka,13450 NW 30th Ave,0,4,https://www.gunviolencearchive.org/incident/366046,2015,06-2015
185,185,367099,2015-06-28,Illinois,Venice,1430 Broadway,0,6,https://www.gunviolencearchive.org/incident/367099,2015,06-2015
186,186,365391,2015-06-28,Michigan,Detroit,Gratiot and Loretto,0,5,https://www.gunviolencearchive.org/incident/365391,2015,06-2015
187,187,365399,2015-06-28,Delaware,Harrington,100 block of East St,0,6,https://www.gunviolencearchive.org/incident/365399,2015,06-2015
188,188,364872,2015-06-27,Massachusetts,Taunton,Weir Street,1,3,https://www.gunviolencearchive.org/incident/364872,2015,06-2015
189,189,364789,2015-06-27,Michigan,Detroit,Stringham Court,0,4,https://www.gunviolencearchive.org/incident/364789,2015,06-2015
190,190,364210,2015-06-25,Louisiana,New Orleans,2588 Martin Luther King Jr Blvd,0,4,https://www.gunviolencearchive.org/incident/364210,2015,06-2015
191,191,363418,2015-06-24,New York,New York (Manhattan),2110 Madison Ave,0,4,https://www.gunviolencearchive.org/incident/363418,2015,06-2015
192,192,361948,2015-06-22,Pennsylvania,Philadelphia,700 block of East Hilton Street,0,7,https://www.gunviolencearchive.org/incident/361948,2015,06-2015
193,193,361708,2015-06-21,Kentucky,Lexington,726 Georgetown St,1,4,https://www.gunviolencearchive.org/incident/361708,2015,06-2015
194,194,361198,2015-06-20,Pennsylvania,Philadelphia,4100 block of Ogden St,0,10,https://www.gunviolencearchive.org/incident/361198,2015,06-2015
195,195,360895,2015-06-20,North Carolina,Morven,6066 Robinson Bridge Rd,0,4,https://www.gunviolencearchive.org/incident/360895,2015,06-2015
196,196,361212,2015-06-20,Michigan,Detroit,Dexter and Webb,1,11,https://www.gunviolencearchive.org/incident/361212,2015,06-2015
197,197,361014,2015-06-19,Rhode Island,Woonsocket,80 River Street,0,4,https://www.gunviolencearchive.org/incident/361014,2015,06-2015
198,198,359830,2015-06-17,South Carolina,Charleston,110 Calhoun Street,9,0,https://www.gunviolencearchive.org/incident/359830,2015,06-2015
