level_0,index,incident_id,incident_date,state,city_or_country,address,killed,injured,incident_url,year,month-year
199,199,359215,2015-06-16,Florida,Miami Gardens,600 block of Northwest 177th Street,0,4,https://www.gunviolencearchive.org/incident/359215,2015,06-2015
200,200,358117,2015-06-15,New York,Brooklyn,673 Flatbush Avenue,0,4,https://www.gunviolencearchive.org/incident/358117,2015,06-2015
201,201,357597,2015-06-14,New Jersey,Camden,2800 block of Mitchell Street,1,3,https://www.gunviolencearchive.org/incident/357597,2015,06-2015
202,202,357667,2015-06-14,Oklahoma,Tulsa,1800 block of North Kingston,0,4,https://www.gunviolencearchive.org/incident/357667,2015,06-2015
203,203,357611,2015-06-14,Missouri,Saint Louis,1400 block of North Market Street,0,4,https://www.gunviolencearchive.org/incident/357611,2015,06-2015
204,204,357732,2015-06-13,Georgia,Fayetteville,600 block of Highway 279,1,4,https://www.gunviolencearchive.org/incident/357732,2015,06-2015
205,205,357590,2015-06-13,Oklahoma,Oklahoma City,500 block of SE 69th St,0,4,https://www.gunviolencearchive.org/incident/357590,2015,06-2015
206,206,357770,2015-06-13,Georgia,Milledgeville,451 North Flynn Street,1,3,https://www.gunviolencearchive.org/incident/357770,2015,06-2015
207,207,357701,2015-06-13,New York,Bronx,2409 Creston Avenue,0,5,https://www.gunviolencearchive.org/incident/357701,2015,06-2015
208,208,357164,2015-06-13,Ohio,Columbus,1623 E. Hudson Street,4,1,https://www.gunviolencearchive.org/incident/357164,2015,06-2015
209,209,357220,2015-06-12,Florida,Allapattah,24th Avenue and 36th Street,0,4,https://www.gunviolencearchive.org/incident/357220,2015,06-2015
210,210,356065,2015-06-11,Connecticut,Bridgeport,468 Trumbull Ave,1,8,https://www.gunviolencearchive.org/incident/356065,2015,06-2015
211,211,355883,2015-06-11,Texas,Houston,3400 block of Burkett,1,3,https://www.gunviolencearchive.org/incident/355883,2015,06-2015
212,212,355644,2015-06-10,California,Los Angeles,South Vermont Avenue and West 88th Street,1,3,https://www.gunviolencearchive.org/incident/355644,2015,06-2015
213,213,355267,2015-06-09,Missouri,Saint Louis,North Market Street and North Spring Avenue,1,3,https://www.gunviolencearchive.org/incident/355267,2015,06-2015
214,214,353854,2015-06-07,Montana,Deer Lodge,Boulder Creek Road,5,0,https://www.gunviolencearchive.org/incident/353854,2015,06-2015
215,215,353536,2015-06-06,New York,Buffalo,100 block of Warren Avenue,1,4,https://www.gunviolencearchive.org/incident/353536,2015,06-2015
216,216,353037,2015-06-06,Illinois,Chicago,100 block of North Lorel Avenue,0,5,https://www.gunviolencearchive.org/incident/353037,2015,06-2015
217,217,353382,2015-06-05,Iowa,Davenport,900 block of West 3rd St,0,5,https://www.gunviolencearchive.org/incident/353382,2015,06-2015
218,218,352779,2015-06-05,Louisiana,New Orleans,2100 block of Governor Nicholls Street,1,3,https://www.gunviolencearchive.org/incident/352779,2015,06-2015
219,219,351936,2015-06-03,New York,Wyandanch,Davidson Street,3,1,https://www.gunviolencearchive.org/incident/351936,2015,06-2015
220,220,350182,2015-05-31,Georgia,Conyers,4669 Bell Road SE,3,2,https://www.gunviolencearchive.org/incident/350182,2015,05-2015
221,221,350163,2015-05-31,Ohio,Cleveland,16209 block of Laverne Avenue,3,1,https://www.gunviolencearchive.org/incident/350163,2015,05-2015
222,222,350021,2015-05-31,Maryland,Springdale,9222 Ardwick Ardmore Road,1,3,https://www.gunviolencearchive.org/incident/350021,2015,05-2015
223,223,349976,2015-05-31,Connecticut,New Haven,849 Chapel Street,0,5,https://www.gunviolencearchive.org/incident/349976,2015,05-2015
224,224,349289,2015-05-30,California,San Diego,4200 block of Market Street,0,4,https://www.gunviolencearchive.org/incident/349289,2015,05-2015
225,225,348606,2015-05-28,Nebraska,Omaha,84th and Q,0,4,https://www.gunviolencearchive.org/incident/348606,2015,05-2015
226,226,348620,2015-05-28,Illinois,Chicago,6200 block of South Honore Street,0,5,https://www.gunviolencearchive.org/incident/348620,2015,05-2015
227,227,348673,2015-05-28,Pennsylvania,Chester,2700 block of West 3rd Street,1,3,https://www.gunviolencearchive.org/incident/348673,2015,05-2015
228,228,346725,2015-05-26,Louisiana,New Orleans,6700 block of Tara Lane,2,2,https://www.gunviolencearchive.org/incident/346725,2015,05-2015
229,229,346097,2015-05-25,Illinois,Decatur,1816 N Water,1,4,https://www.gunviolencearchive.org/incident/346097,2015,05-2015
230,230,345681,2015-05-24,Massachusetts,Brockton,1002 Main St,0,5,https://www.gunviolencearchive.org/incident/345681,2015,05-2015
231,231,345749,2015-05-24,Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7,https://www.gunviolencearchive.org/incident/345749,2015,05-2015
232,232,346320,2015-05-24,Alabama,Montgomery,Smiley Court,1,3,https://www.gunviolencearchive.org/incident/346320,2015,05-2015
233,233,346179,2015-05-24,Missouri,Saint Louis,2700 block of Dayton,0,4,https://www.gunviolencearchive.org/incident/346179,2015,05-2015
234,234,346202,2015-05-23,California,Fresno,2400 block of South 9th Street,2,2,https://www.gunviolencearchive.org/incident/346202,2015,05-2015
235,235,344302,2015-05-20,Maryland,Baltimore,800 block of Linwood Avenue,1,3,https://www.gunviolencearchive.org/incident/344302,2015,05-2015
236,236,343106,2015-05-18,Missouri,Kinloch,8000 block of School Way,0,4,https://www.gunviolencearchive.org/incident/343106,2015,05-2015
237,237,342589,2015-05-18,Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4,https://www.gunviolencearchive.org/incident/342589,2015,05-2015
238,238,341622,2015-05-17,Texas,Waco,4671 S Jack Kultgen Fwy,9,18,https://www.gunviolencearchive.org/incident/341622,2015,05-2015
239,239,341465,2015-05-16,Wisconsin,Milwaukee,28th Street and Auer Avenue,0,5,https://www.gunviolencearchive.org/incident/341465,2015,05-2015
240,240,341162,2015-05-16,New York,Rochester,188 Lewis Street,0,4,https://www.gunviolencearchive.org/incident/341162,2015,05-2015
241,241,341232,2015-05-16,Maryland,Baltimore,1700 block of North Broadway,0,5,https://www.gunviolencearchive.org/incident/341232,2015,05-2015
242,242,339229,2015-05-12,Arizona,Tucson,800 block of West Calle Medina Road,5,0,https://www.gunviolencearchive.org/incident/339229,2015,05-2015
243,243,340280,2015-05-12,Maryland,Capitol Heights,4700 block of Pard Rd,1,4,https://www.gunviolencearchive.org/incident/340280,2015,05-2015
244,244,337855,2015-05-10,Ohio,Cleveland,3600 block of Bosworth Rd,1,4,https://www.gunviolencearchive.org/incident/337855,2015,05-2015
245,245,338034,2015-05-10,New Jersey,Jersey City,Bostwick Avenue,0,4,https://www.gunviolencearchive.org/incident/338034,2015,05-2015
246,246,337767,2015-05-10,New Jersey,Newark,19th Avenue and South 16th Street,1,3,https://www.gunviolencearchive.org/incident/337767,2015,05-2015
247,247,335903,2015-05-07,Ohio,Cincinnati,2300 block of Baltimore Avenue,0,4,https://www.gunviolencearchive.org/incident/335903,2015,05-2015
248,248,336622,2015-05-07,Michigan,Detroit,16000 block of Cathedral Street,0,4,https://www.gunviolencearchive.org/incident/336622,2015,05-2015
249,249,334681,2015-05-04,New York,Buffalo,100 block of Roosevelt Avenue,1,3,https://www.gunviolencearchive.org/incident/334681,2015,05-2015
250,250,334033,2015-05-03,Indiana,South Bend,1600 block of South William Street,0,4,https://www.gunviolencearchive.org/incident/334033,2015,05-2015
251,251,334047,2015-05-03,New York,Bronx,University Avenue,0,4,https://www.gunviolencearchive.org/incident/334047,2015,05-2015
252,252,333576,2015-05-03,Ohio,Dayton,2801 Germantown Street,1,6,https://www.gunviolencearchive.org/incident/333576,2015,05-2015
253,253,333584,2015-05-03,Texas,Houston,San Jacinto St and Elgin St,0,6,https://www.gunviolencearchive.org/incident/333584,2015,05-2015
254,254,333750,2015-05-03,Wisconsin,Menasha,Friendship Trail,4,1,https://www.gunviolencearchive.org/incident/333750,2015,05-2015
255,255,332732,2015-05-01,Wisconsin,Milwaukee,3700 block of 37th Street,2,3,https://www.gunviolencearchive.org/incident/332732,2015,05-2015
256,256,330611,2015-04-27,New York,Brooklyn,1365 Flatbush Ave,2,4,https://www.gunviolencearchive.org/incident/330611,2015,04-2015
257,257,330750,2015-04-27,Arizona,Gila Bend,State Route 85,2,2,https://www.gunviolencearchive.org/incident/330750,2015,04-2015
258,258,329463,2015-04-25,New Jersey,Trenton,Wood Street,0,4,https://www.gunviolencearchive.org/incident/329463,2015,04-2015
259,259,329322,2015-04-25,New York,Gates,24 Hinchey Rd,1,6,https://www.gunviolencearchive.org/incident/329322,2015,04-2015
260,260,326792,2015-04-21,Texas,Killeen,420 Gilmer St,2,3,https://www.gunviolencearchive.org/incident/326792,2015,04-2015
261,261,325862,2015-04-19,Virginia,Richmond,200 block of West Hill Street,0,4,https://www.gunviolencearchive.org/incident/325862,2015,04-2015
262,262,327341,2015-04-18,Alabama,Montgomery,1800 block of Gibbs Court,0,5,https://www.gunviolencearchive.org/incident/327341,2015,04-2015
263,263,325445,2015-04-18,Pennsylvania,Williamsport,321 Pine St,0,5,https://www.gunviolencearchive.org/incident/325445,2015,04-2015
264,264,325166,2015-04-18,North Carolina,Lumberton,Martin Luther King Drive,1,3,https://www.gunviolencearchive.org/incident/325166,2015,04-2015
265,265,325207,2015-04-18,North Carolina,Charlotte,Bost Street,0,4,https://www.gunviolencearchive.org/incident/325207,2015,04-2015
266,266,325618,2015-04-18,New Jersey,Paterson,Rosa Parks Blvd and Godwin Ave,1,3,https://www.gunviolencearchive.org/incident/325618,2015,04-2015
267,267,324424,2015-04-16,Arizona,Phoenix,4300 block of East Anderson Drive,5,0,https://www.gunviolencearchive.org/incident/324424,2015,04-2015
268,268,319808,2015-04-07,Georgia,Rome,20 Copeland Street,1,3,https://www.gunviolencearchive.org/incident/319808,2015,04-2015
269,269,318125,2015-04-05,Pennsylvania,Pittsburgh,Dinwiddie Street,1,3,https://www.gunviolencearchive.org/incident/318125,2015,04-2015
270,270,318221,2015-04-05,Kentucky,Louisville,40th and Grand Street,1,4,https://www.gunviolencearchive.org/incident/318221,2015,04-2015
271,271,318297,2015-04-05,Indiana,Indianapolis,5000 block of Wildflower Court,0,5,https://www.gunviolencearchive.org/incident/318297,2015,04-2015
272,272,318531,2015-04-05,Michigan,Benton Harbor,1000 block of Blossom Lane,0,4,https://www.gunviolencearchive.org/incident/318531,2015,04-2015
273,273,317165,2015-04-03,Florida,Daytona Beach,300 block of Henry Butts Drive,0,4,https://www.gunviolencearchive.org/incident/317165,2015,04-2015
274,274,316795,2015-04-02,Maryland,Baltimore,1900 block of West Lanvale Street,0,5,https://www.gunviolencearchive.org/incident/316795,2015,04-2015
275,275,314044,2015-03-27,Florida,Panama City Beach,5312 Thomas Drive,0,7,https://www.gunviolencearchive.org/incident/314044,2015,03-2015
276,276,313304,2015-03-26,Texas,Amarillo,3100 block of Redwood,0,4,https://www.gunviolencearchive.org/incident/313304,2015,03-2015
277,277,312119,2015-03-24,Indiana,Indianapolis,3100 block of N Harding St,4,0,https://www.gunviolencearchive.org/incident/312119,2015,03-2015
278,278,311922,2015-03-23,Tennessee,Clarksville,900 block of Carpenter Street,1,4,https://www.gunviolencearchive.org/incident/311922,2015,03-2015
279,279,311348,2015-03-22,New Mexico,Albuquerque,10140 Lomas NE,1,6,https://www.gunviolencearchive.org/incident/311348,2015,03-2015
280,280,310573,2015-03-21,Florida,Tampa,1802 Seventh Ave,0,4,https://www.gunviolencearchive.org/incident/310573,2015,03-2015
281,281,310356,2015-03-20,Oklahoma,Oklahoma City,1300 block of N Stiles Ave,0,4,https://www.gunviolencearchive.org/incident/310356,2015,03-2015
282,282,468151,2015-03-20,Texas,Lancaster,1500 block of Reynolds Street,1,5,https://www.gunviolencearchive.org/incident/468151,2015,03-2015
283,283,308839,2015-03-18,New Jersey,Newark,200 block of Clinton Place,1,3,https://www.gunviolencearchive.org/incident/308839,2015,03-2015
284,284,308728,2015-03-18,Arizona,Mesa,1504 West Main Street,1,5,https://www.gunviolencearchive.org/incident/308728,2015,03-2015
285,285,308687,2015-03-17,California,Stockton,748 N Madison St,3,4,https://www.gunviolencearchive.org/incident/308687,2015,03-2015
286,286,307512,2015-03-15,California,Compton,2700 block of West Alondra Boulevard,0,4,https://www.gunviolencearchive.org/incident/307512,2015,03-2015
287,287,306897,2015-03-14,Georgia,Atlanta,2900 block of Delmar Lane,0,5,https://www.gunviolencearchive.org/incident/306897,2015,03-2015
288,288,308201,2015-03-14,California,Coachella,84000 block of Bagdad Avenue,0,4,https://www.gunviolencearchive.org/incident/308201,2015,03-2015
289,289,305907,2015-03-13,Mississippi,Brookhaven,1097 South First St.,2,3,https://www.gunviolencearchive.org/incident/305907,2015,03-2015
290,290,304238,2015-03-10,Georgia,Columbus,3023 Victory Drive,0,5,https://www.gunviolencearchive.org/incident/304238,2015,03-2015
291,291,303659,2015-03-09,Illinois,Chicago,200 block of West 105th,1,3,https://www.gunviolencearchive.org/incident/303659,2015,03-2015
292,292,302786,2015-03-08,South Carolina,Seneca,Wells Highway,1,3,https://www.gunviolencearchive.org/incident/302786,2015,03-2015
293,293,491864,2015-03-07,Missouri,Saint Louis,3140 Olive St,0,4,https://www.gunviolencearchive.org/incident/491864,2015,03-2015
294,294,300860,2015-03-04,California,San Bernardino,190 block of W Club Center Dr,3,4,https://www.gunviolencearchive.org/incident/300860,2015,03-2015
295,295,300660,2015-03-01,Florida,Orlando,4900 block of Steyr St,0,4,https://www.gunviolencearchive.org/incident/300660,2015,03-2015
296,296,299344,2015-03-01,Michigan,Detroit,9855 Chalmers St,1,5,https://www.gunviolencearchive.org/incident/299344,2015,03-2015
297,297,299190,2015-02-28,Maryland,Baltimore,4300 block of Welbourne Road,1,3,https://www.gunviolencearchive.org/incident/299190,2015,02-2015
298,298,298122,2015-02-26,Missouri,Tyrone,18279 Highway H,8,1,https://www.gunviolencearchive.org/incident/298122,2015,02-2015
299,299,297681,2015-02-25,Texas,Houston,5022 Mallow St,3,1,https://www.gunviolencearchive.org/incident/297681,2015,02-2015
300,300,588835,2015-02-23,Florida,Daytona Beach,Sheridan Road,0,4,https://www.gunviolencearchive.org/incident/588835,2015,02-2015
301,301,296215,2015-02-22,Texas,Killeen,1706 Godman St.,4,1,https://www.gunviolencearchive.org/incident/296215,2015,02-2015
302,302,296327,2015-02-22,South Carolina,Charleston,4224 Dorchester Road,0,4,https://www.gunviolencearchive.org/incident/296327,2015,02-2015
303,303,296121,2015-02-22,Georgia,Clarkesville,281 Lower Pond Court,3,2,https://www.gunviolencearchive.org/incident/296121,2015,02-2015
304,304,295871,2015-02-20,California,Sacramento,1417 R Street,0,4,https://www.gunviolencearchive.org/incident/295871,2015,02-2015
305,305,295502,2015-02-17,Arkansas,Little Rock,7900 Scott Hamilton,1,3,https://www.gunviolencearchive.org/incident/295502,2015,02-2015
306,306,293883,2015-02-15,California,Long Beach,200 block of W. 14th Street,0,5,https://www.gunviolencearchive.org/incident/293883,2015,02-2015
307,307,290626,2015-02-09,Florida,New Port Richey,9552 Adler Street,3,1,https://www.gunviolencearchive.org/incident/290626,2015,02-2015
308,308,290510,2015-02-08,Tennessee,Friendship,251 Dupree Rd,0,6,https://www.gunviolencearchive.org/incident/290510,2015,02-2015
309,309,289811,2015-02-07,Georgia,Douglasville,3640 Willow Tree Circle,5,2,https://www.gunviolencearchive.org/incident/289811,2015,02-2015
310,310,290098,2015-02-06,Oklahoma,Tulsa,1219 N. Sheridan Road,1,4,https://www.gunviolencearchive.org/incident/290098,2015,02-2015
311,311,289146,2015-02-05,Ohio,Beachwood (Warrensville Heights),20009 Harvard Ave,3,3,https://www.gunviolencearchive.org/incident/289146,2015,02-2015
312,312,287529,2015-02-01,New York,Syracuse,1217 West Fayette Street,0,6,https://www.gunviolencearchive.org/incident/287529,2015,02-2015
313,313,287031,2015-02-01,New York,New York (Manhattan),3345 Broadway,1,4,https://www.gunviolencearchive.org/incident/287031,2015,02-2015
314,314,286810,2015-01-31,Georgia,Lagrange,113 Woodstream Trl,4,0,https://www.gunviolencearchive.org/incident/286810,2015,01-2015
315,315,285549,2015-01-28,Georgia,Ellenwood,1600 block of Panola Rd,1,3,https://www.gunviolencearchive.org/incident/285549,2015,01-2015
316,316,285123,2015-01-26,California,Stockton,1500 block of E. 9th Street,1,3,https://www.gunviolencearchive.org/incident/285123,2015,01-2015
317,317,282956,2015-01-24,New York,Arverne (Queens),231-11 148th Avenue,4,1,https://www.gunviolencearchive.org/incident/282956,2015,01-2015
318,318,283041,2015-01-24,Nebraska,Omaha,3402 Parker St,3,5,https://www.gunviolencearchive.org/incident/283041,2015,01-2015
319,319,283115,2015-01-23,Massachusetts,Boston,954 Parker Street,0,6,https://www.gunviolencearchive.org/incident/283115,2015,01-2015
320,320,281663,2015-01-20,Tennessee,Clarksville,321 Lansinger Lane,1,3,https://www.gunviolencearchive.org/incident/281663,2015,01-2015
321,321,281039,2015-01-19,Texas,San Antonio,1000 block of Gibbs St.,2,5,https://www.gunviolencearchive.org/incident/281039,2015,01-2015
322,322,278927,2015-01-13,Illinois,Rockford,700 block of Oakley Avenue,2,2,https://www.gunviolencearchive.org/incident/278927,2015,01-2015
323,323,298773,2015-01-13,Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5,https://www.gunviolencearchive.org/incident/298773,2015,01-2015
324,324,276845,2015-01-11,North Carolina,Hope Mills,1900 block of Gumberry Road,2,5,https://www.gunviolencearchive.org/incident/276845,2015,01-2015
325,325,277480,2015-01-11,Florida,Lakeland,7665 Chase Road,1,3,https://www.gunviolencearchive.org/incident/277480,2015,01-2015
326,326,276766,2015-01-11,California,San Jose,3840 Monterey Hwy,0,5,https://www.gunviolencearchive.org/incident/276766,2015,01-2015
327,327,276536,2015-01-10,Kansas,Wichita,4859 E Harry Street,2,2,https://www.gunviolencearchive.org/incident/276536,2015,01-2015
328,328,276459,2015-01-09,California,San Francisco,Laguna St and Page St,4,0,https://www.gunviolencearchive.org/incident/276459,2015,01-2015
329,329,275986,2015-01-08,Massachusetts,Boston,104 Harrishof Street,1,3,https://www.gunviolencearchive.org/incident/275986,2015,01-2015
330,330,275064,2015-01-07,Tennessee,Chattanooga,773 West Main Street,1,3,https://www.gunviolencearchive.org/incident/275064,2015,01-2015
331,331,274867,2015-01-06,Florida,Miami,1300 block of NW 62nd Street,1,3,https://www.gunviolencearchive.org/incident/274867,2015,01-2015
332,332,273535,2015-01-04,Virginia,Roanoke,3634 Shenandoah Ave NW,2,4,https://www.gunviolencearchive.org/incident/273535,2015,01-2015
333,333,273397,2015-01-04,Texas,Dallas,2000 block of Ben Hur St.,3,1,https://www.gunviolencearchive.org/incident/273397,2015,01-2015
334,334,273965,2015-01-02,Georgia,Savannah,500 block of W. 54th Street,1,4,https://www.gunviolencearchive.org/incident/273965,2015,01-2015
335,335,272016,2015-01-01,Tennessee,Memphis,I-240 and Poplar Ave,0,5,https://www.gunviolencearchive.org/incident/272016,2015,01-2015
