level_0,index,incident_id,incident_date,state,city_or_country,address,killed,injured,incident_url,year,month-year
353,353,2344008,2022-06-29,New Jersey,Jersey City,166 Bayview Ave,0,4,https://www.gunviolencearchive.org/incident/2344008,2022,06-2022
354,354,2344201,2022-06-29,Pennsylvania,Philadelphia,1100 block of E Price St,0,4,https://www.gunviolencearchive.org/incident/2344201,2022,06-2022
355,355,2341725,2022-06-27,North Carolina,Charlotte,2000 block of Holly St,0,5,https://www.gunviolencearchive.org/incident/2341725,2022,06-2022
356,356,2340458,2022-06-26,Georgia,Blakely,N Church St and Washington Ave,1,6,https://www.gunviolencearchive.org/incident/2340458,2022,06-2022
357,357,2340720,2022-06-26,Virginia,Sutherlin,1220 Kerns Church Rd,1,7,https://www.gunviolencearchive.org/incident/2340720,2022,06-2022
358,358,2340685,2022-06-26,New Jersey,Paterson,Madison St and Essex St,0,5,https://www.gunviolencearchive.org/incident/2340685,2022,06-2022
359,359,2340473,2022-06-26,Texas,San Antonio,3805 Blanco Rd,1,3,https://www.gunviolencearchive.org/incident/2340473,2022,06-2022
360,360,2340696,2022-06-26,Texas,Winona,18005 FM 2767,0,5,https://www.gunviolencearchive.org/incident/2340696,2022,06-2022
361,361,2340409,2022-06-26,Washington,Tacoma,5415 S Tacoma Way,0,8,https://www.gunviolencearchive.org/incident/2340409,2022,06-2022
362,362,2340297,2022-06-25,New York,Brooklyn,690 Quincy St,0,4,https://www.gunviolencearchive.org/incident/2340297,2022,06-2022
363,363,2339761,2022-06-25,Texas,Houston,4207 Madden St,2,2,https://www.gunviolencearchive.org/incident/2339761,2022,06-2022
364,364,2340347,2022-06-25,Minnesota,Minneapolis,SE Main St and 6th Ave SE,0,4,https://www.gunviolencearchive.org/incident/2340347,2022,06-2022
365,365,2339866,2022-06-24,Virginia,Hopewell,Elm St and Arlington Rd,2,2,https://www.gunviolencearchive.org/incident/2339866,2022,06-2022
366,366,2338874,2022-06-24,Pennsylvania,Philadelphia,S Bucknell St and Oakford St,2,2,https://www.gunviolencearchive.org/incident/2338874,2022,06-2022
367,367,2338902,2022-06-23,Illinois,Chicago,7900 block of S Lafayette Ave,1,3,https://www.gunviolencearchive.org/incident/2338902,2022,06-2022
368,368,2335052,2022-06-20,New York,New York (Manhattan),5th Ave and W 139th St,1,8,https://www.gunviolencearchive.org/incident/2335052,2022,06-2022
369,369,2335872,2022-06-20,New York,Staten Island,Taft Ave and Westervelt Ave,0,5,https://www.gunviolencearchive.org/incident/2335872,2022,06-2022
370,370,2334920,2022-06-19,District of Columbia,Washington,14th St NW and U St NW,1,3,https://www.gunviolencearchive.org/incident/2334920,2022,06-2022
371,371,2334936,2022-06-19,Michigan,Detroit,18501 Healy St,1,3,https://www.gunviolencearchive.org/incident/2334936,2022,06-2022
372,372,2334374,2022-06-19,Michigan,Grand Rapids,Griggs St SE and Division St,0,4,https://www.gunviolencearchive.org/incident/2334374,2022,06-2022
373,373,2334512,2022-06-19,Florida,Miami,US-1 and SW 22nd Ave,0,5,https://www.gunviolencearchive.org/incident/2334512,2022,06-2022
374,374,2334620,2022-06-19,South Carolina,Walterboro,1109 Rivers St,2,2,https://www.gunviolencearchive.org/incident/2334620,2022,06-2022
375,375,2334359,2022-06-18,Texas,San Antonio,2500 block of Patron Dr,2,5,https://www.gunviolencearchive.org/incident/2334359,2022,06-2022
376,376,2333675,2022-06-18,Florida,Pensacola,15 E Intendencia St,0,5,https://www.gunviolencearchive.org/incident/2333675,2022,06-2022
377,377,2334096,2022-06-17,Maryland,Baltimore,1800 block of W Lafayette Ave,0,4,https://www.gunviolencearchive.org/incident/2334096,2022,06-2022
378,378,2333667,2022-06-17,Illinois,Chicago,3000 block of S Rhodes Ave,0,5,https://www.gunviolencearchive.org/incident/2333667,2022,06-2022
379,379,2333154,2022-06-16,California,Oakland,316 14th St,1,4,https://www.gunviolencearchive.org/incident/2333154,2022,06-2022
380,380,2328374,2022-06-12,California,Los Angeles,3300 block of E 14th St,3,4,https://www.gunviolencearchive.org/incident/2328374,2022,06-2022
381,381,2328532,2022-06-12,Michigan,Roseville,27000 block of Kelly St,0,4,https://www.gunviolencearchive.org/incident/2328532,2022,06-2022
382,382,2328265,2022-06-12,Indiana,Gary,1700 Grant St,2,4,https://www.gunviolencearchive.org/incident/2328265,2022,06-2022
383,383,2328215,2022-06-12,Indiana,Indianapolis,9200 block of Sussex Ter,0,5,https://www.gunviolencearchive.org/incident/2328215,2022,06-2022
384,384,2328117,2022-06-12,Louisiana,New Orleans,3940 Tulane Ave,0,4,https://www.gunviolencearchive.org/incident/2328117,2022,06-2022
385,385,2328342,2022-06-12,Colorado,Denver,4600 block of Colorado Ave,2,4,https://www.gunviolencearchive.org/incident/2328342,2022,06-2022
386,386,2360288,2022-06-11,New Mexico,Alamogordo,,0,5,https://www.gunviolencearchive.org/incident/2360288,2022,06-2022
387,387,2327598,2022-06-11,Michigan,Detroit,13500 block of Cloverlawn Ave,0,4,https://www.gunviolencearchive.org/incident/2327598,2022,06-2022
388,388,2327645,2022-06-11,Illinois,Chicago,8600 block of S Damen Ave,1,4,https://www.gunviolencearchive.org/incident/2327645,2022,06-2022
389,389,2328482,2022-06-11,Georgia,Atlanta (College Park),6500 block of Woodford Rd,0,7,https://www.gunviolencearchive.org/incident/2328482,2022,06-2022
390,390,2328108,2022-06-11,Tennessee,Antioch,660 Bell Rd,2,2,https://www.gunviolencearchive.org/incident/2328108,2022,06-2022
391,391,2327991,2022-06-11,Kentucky,Louisville,1101 River Rd,0,6,https://www.gunviolencearchive.org/incident/2327991,2022,06-2022
392,392,2327247,2022-06-10,Georgia,Decatur,2801 Candler Rd,1,3,https://www.gunviolencearchive.org/incident/2327247,2022,06-2022
393,393,2325498,2022-06-09,Maryland,Smithsburg,12912 Bikle Rd,3,3,https://www.gunviolencearchive.org/incident/2325498,2022,06-2022
394,394,2325328,2022-06-08,Arizona,Yuma,1500 block of S 4th Ave,0,4,https://www.gunviolencearchive.org/incident/2325328,2022,06-2022
395,395,2323642,2022-06-07,Virginia,Portsmouth,1628 Maple Ave,4,0,https://www.gunviolencearchive.org/incident/2323642,2022,06-2022
396,396,2324475,2022-06-07,Illinois,Chicago,1223 S Lawndale Ave,0,4,https://www.gunviolencearchive.org/incident/2324475,2022,06-2022
397,397,2324435,2022-06-07,Maryland,Baltimore,5500 block of Plainfield Ave,2,2,https://www.gunviolencearchive.org/incident/2324435,2022,06-2022
398,398,2324496,2022-06-07,Illinois,Chicago,13000 block of S Champlain Ave,0,4,https://www.gunviolencearchive.org/incident/2324496,2022,06-2022
399,399,2321772,2022-06-05,Michigan,Saginaw,300 block of S 11th St,3,2,https://www.gunviolencearchive.org/incident/2321772,2022,06-2022
400,400,2321440,2022-06-05,Arizona,Mesa,1457 W Southern Ave,2,2,https://www.gunviolencearchive.org/incident/2321440,2022,06-2022
401,401,2321532,2022-06-05,Tennessee,Chattanooga,2125 McCallie Ave,2,12,https://www.gunviolencearchive.org/incident/2321532,2022,06-2022
402,402,2321693,2022-06-05,Michigan,Grand Rapids,Pearl St NW and Ottawa Ave NW,1,3,https://www.gunviolencearchive.org/incident/2321693,2022,06-2022
403,403,2322804,2022-06-05,South Carolina,Andrews,3000 block of County Line Road,0,5,https://www.gunviolencearchive.org/incident/2322804,2022,06-2022
404,404,2321193,2022-06-04,Michigan,Ecorse,3800 block of W Jefferson Ave,0,4,https://www.gunviolencearchive.org/incident/2321193,2022,06-2022
405,405,2321593,2022-06-04,South Carolina,Summerton,4193 St Paul Rd,1,7,https://www.gunviolencearchive.org/incident/2321593,2022,06-2022
406,406,2321500,2022-06-04,Georgia,Macon,300 Block of Jones Ave,2,2,https://www.gunviolencearchive.org/incident/2321500,2022,06-2022
407,407,2320673,2022-06-04,Texas,El Paso (Socorro),10851 Thunder Rd,0,5,https://www.gunviolencearchive.org/incident/2320673,2022,06-2022
408,408,2321266,2022-06-04,Pennsylvania,Philadelphia,200 block of South St,3,11,https://www.gunviolencearchive.org/incident/2321266,2022,06-2022
409,409,2320618,2022-06-04,Arizona,Phoenix,N 10th Ave and W Hatcher Rd,1,8,https://www.gunviolencearchive.org/incident/2320618,2022,06-2022
410,410,2321698,2022-06-04,New York,Hempstead,77 Terrace Ave,1,3,https://www.gunviolencearchive.org/incident/2321698,2022,06-2022
411,411,2320862,2022-06-03,Nebraska,Omaha,2931 T St,1,3,https://www.gunviolencearchive.org/incident/2320862,2022,06-2022
412,412,2320361,2022-06-03,Virginia,Chester,10960 block of Stepney Rd,1,5,https://www.gunviolencearchive.org/incident/2320361,2022,06-2022
413,413,2319567,2022-06-02,Texas,Centerville,1696 TX-7 W,6,0,https://www.gunviolencearchive.org/incident/2319567,2022,06-2022
414,414,2318310,2022-06-01,Oklahoma,Tulsa,6161 S Yale Ave,5,0,https://www.gunviolencearchive.org/incident/2318310,2022,06-2022
415,415,2318046,2022-05-31,Texas,Waco,1900 block of Preston St,0,4,https://www.gunviolencearchive.org/incident/2318046,2022,05-2022
416,416,2316616,2022-05-30,Michigan,Benton Harbor,999 Pipestone St,1,6,https://www.gunviolencearchive.org/incident/2316616,2022,05-2022
417,417,2315903,2022-05-30,Pennsylvania,Philadelphia,N Delaware Ave and E Tioga St,2,2,https://www.gunviolencearchive.org/incident/2315903,2022,05-2022
418,418,2317016,2022-05-30,South Carolina,Charleston,America St and South St,0,9,https://www.gunviolencearchive.org/incident/2317016,2022,05-2022
419,419,2315150,2022-05-29,Oklahoma,Taft,104 Elm St,1,7,https://www.gunviolencearchive.org/incident/2315150,2022,05-2022
420,420,2315892,2022-05-29,Illinois,Chicago,4400 block of W Walton St,1,4,https://www.gunviolencearchive.org/incident/2315892,2022,05-2022
421,421,2316364,2022-05-29,Texas,Houston,11654 Walnut Dale Ct,0,4,https://www.gunviolencearchive.org/incident/2316364,2022,05-2022
422,422,2315605,2022-05-29,Arizona,Phoenix,N 58th St and W Windsor Ave,1,5,https://www.gunviolencearchive.org/incident/2315605,2022,05-2022
423,423,2315074,2022-05-29,Illinois,Chicago,800 block of S Karlov Ave,0,5,https://www.gunviolencearchive.org/incident/2315074,2022,05-2022
424,424,2315361,2022-05-29,Nevada,Henderson,I-11 and Horizon Dr,0,7,https://www.gunviolencearchive.org/incident/2315361,2022,05-2022
425,425,2314991,2022-05-28,Tennessee,Chattanooga,100 block of Cherry St,0,6,https://www.gunviolencearchive.org/incident/2314991,2022,05-2022
426,426,2315338,2022-05-28,California,Fresno,2233 N 1st St,1,3,https://www.gunviolencearchive.org/incident/2315338,2022,05-2022
427,427,2315417,2022-05-28,Florida,Malabar,2500 block of Billie Ln,0,4,https://www.gunviolencearchive.org/incident/2315417,2022,05-2022
428,428,2315190,2022-05-28,Colorado,Colorado Springs,3800 block of E Pikes Pike Ave,1,3,https://www.gunviolencearchive.org/incident/2315190,2022,05-2022
429,429,2315333,2022-05-28,California,Merced,2600 block of Cowden Ave,1,3,https://www.gunviolencearchive.org/incident/2315333,2022,05-2022
430,430,2314951,2022-05-28,Tennessee,Memphis,Chelsea Ave and Peres Ave,0,4,https://www.gunviolencearchive.org/incident/2314951,2022,05-2022
431,431,2313988,2022-05-27,Alabama,Anniston,1204 Front St,0,6,https://www.gunviolencearchive.org/incident/2313988,2022,05-2022
432,432,2313970,2022-05-27,Michigan,Stanwood,10711 185th Ave,4,1,https://www.gunviolencearchive.org/incident/2313970,2022,05-2022
433,433,2312678,2022-05-25,Pennsylvania,Philadelphia,3500 block of Fairmount Ave,0,4,https://www.gunviolencearchive.org/incident/2312678,2022,05-2022
434,434,2310278,2022-05-24,Texas,Uvalde,715 Old Carrizo Rd,22,17,https://www.gunviolencearchive.org/incident/2310278,2022,05-2022
435,435,2309711,2022-05-23,South Carolina,North Charleston,7550 Dorchester Rd,0,5,https://www.gunviolencearchive.org/incident/2309711,2022,05-2022
436,436,2311123,2022-05-23,Ohio,Cleveland,1032 Hartley Rd,0,5,https://www.gunviolencearchive.org/incident/2311123,2022,05-2022
437,437,2308096,2022-05-21,Indiana,Goshen,1204 Rosemare Ct,2,3,https://www.gunviolencearchive.org/incident/2308096,2022,05-2022
438,438,2308395,2022-05-21,Washington,Tacoma,S Yakima Ave and S 56th St,0,4,https://www.gunviolencearchive.org/incident/2308395,2022,05-2022
439,439,2308017,2022-05-20,California,Highland,3606 Highland Ave,1,8,https://www.gunviolencearchive.org/incident/2308017,2022,05-2022
440,440,2307631,2022-05-20,Florida,Kissimmee,2331 Old Dixie Hwy,1,3,https://www.gunviolencearchive.org/incident/2307631,2022,05-2022
441,441,2307813,2022-05-20,Louisiana,New Orleans,St. Claude Ave and Forstall St,1,3,https://www.gunviolencearchive.org/incident/2307813,2022,05-2022
442,442,2307044,2022-05-19,Illinois,Chicago,800 block of N State St,2,7,https://www.gunviolencearchive.org/incident/2307044,2022,05-2022
443,443,2306277,2022-05-18,Pennsylvania,Philadelphia,1500 block of Bouvier St,0,5,https://www.gunviolencearchive.org/incident/2306277,2022,05-2022
444,444,2305208,2022-05-17,California,Palo Alto (East Palo Alto),2500 block of Fordham St,1,3,https://www.gunviolencearchive.org/incident/2305208,2022,05-2022
445,445,2302847,2022-05-15,California,Laguna Woods,24301 El Toro Rd,1,5,https://www.gunviolencearchive.org/incident/2302847,2022,05-2022
446,446,2303130,2022-05-15,North Carolina,Winston Salem (Winston-salem),2000 block of 25th St,0,7,https://www.gunviolencearchive.org/incident/2303130,2022,05-2022
447,447,2304029,2022-05-15,North Carolina,Elizabeth City,901 S Martin Luther King Jr Dr,0,4,https://www.gunviolencearchive.org/incident/2304029,2022,05-2022
448,448,2302740,2022-05-15,Texas,Houston,8729 Airline Dr,2,3,https://www.gunviolencearchive.org/incident/2302740,2022,05-2022
449,449,2303337,2022-05-15,Texas,Amarillo,1003 N Fillmore St,1,4,https://www.gunviolencearchive.org/incident/2303337,2022,05-2022
450,450,2301751,2022-05-14,New York,Buffalo,1275 Jefferson Ave,10,3,https://www.gunviolencearchive.org/incident/2301751,2022,05-2022
451,451,2301494,2022-05-13,Wisconsin,Milwaukee,Water St and Juneau Ave,0,16,https://www.gunviolencearchive.org/incident/2301494,2022,05-2022
452,452,2354757,2022-05-13,Louisiana,Napoleonville,,0,5,https://www.gunviolencearchive.org/incident/2354757,2022,05-2022
453,453,2300713,2022-05-12,Arkansas,Hot Springs National Park (Hot Springs),134 Convention Blvd,1,4,https://www.gunviolencearchive.org/incident/2300713,2022,05-2022
454,454,2299660,2022-05-11,Illinois,Chicago,6800 block of S Ashland Ave,0,4,https://www.gunviolencearchive.org/incident/2299660,2022,05-2022
455,455,2299126,2022-05-11,Indiana,Indianapolis,701 Canal Walk,0,5,https://www.gunviolencearchive.org/incident/2299126,2022,05-2022
456,456,2299793,2022-05-11,Missouri,Saint Louis,5000 block of N Kingshighway Blvd,1,3,https://www.gunviolencearchive.org/incident/2299793,2022,05-2022
457,457,2300830,2022-05-11,New Jersey,Paterson,36 Essex St,1,4,https://www.gunviolencearchive.org/incident/2300830,2022,05-2022
458,458,2298872,2022-05-10,Maryland,Baltimore,2800 block of Boarman Ave,0,5,https://www.gunviolencearchive.org/incident/2298872,2022,05-2022
459,459,2298836,2022-05-10,Illinois,Chicago,4800 block of S Ada St,1,4,https://www.gunviolencearchive.org/incident/2298836,2022,05-2022
460,460,2299407,2022-05-10,Illinois,Chicago,6400 block of S Richards Dr,0,6,https://www.gunviolencearchive.org/incident/2299407,2022,05-2022
461,461,2298519,2022-05-10,Pennsylvania,Philadelphia,Allegheny Ave and G St,0,4,https://www.gunviolencearchive.org/incident/2298519,2022,05-2022
462,462,2298591,2022-05-10,Maryland,Baltimore,700 block of N Rose St,1,3,https://www.gunviolencearchive.org/incident/2298591,2022,05-2022
463,463,2299176,2022-05-10,Texas,Brookshire,Purdy and 4th St,1,3,https://www.gunviolencearchive.org/incident/2299176,2022,05-2022
464,464,2297823,2022-05-09,Michigan,Detroit,12600 block of McCoy Cir,0,4,https://www.gunviolencearchive.org/incident/2297823,2022,05-2022
465,465,2298092,2022-05-09,Alabama,Tuscaloosa,4420 21st St,0,5,https://www.gunviolencearchive.org/incident/2298092,2022,05-2022
466,466,2297261,2022-05-08,Georgia,Clarkston,6500 block of Old Hampton Dr,3,3,https://www.gunviolencearchive.org/incident/2297261,2022,05-2022
467,467,2296191,2022-05-07,Kentucky,Lexington,1560 LaSalle Rd,2,3,https://www.gunviolencearchive.org/incident/2296191,2022,05-2022
468,468,2296224,2022-05-07,Florida,Miami,NW 37th St and NW 32nd Ave,0,4,https://www.gunviolencearchive.org/incident/2296224,2022,05-2022
469,469,2296808,2022-05-07,Texas,Garland,800 block of Magnolia Dr,2,2,https://www.gunviolencearchive.org/incident/2296808,2022,05-2022
470,470,2296037,2022-05-06,Louisiana,New Orleans,4800 block of Alcee Fortier Blvd,2,4,https://www.gunviolencearchive.org/incident/2296037,2022,05-2022
471,471,2296064,2022-05-05,Washington,Sunnyside,613 S 6th St,0,5,https://www.gunviolencearchive.org/incident/2296064,2022,05-2022
472,472,2293603,2022-05-03,Louisiana,Baton Rouge,2100 block of North 39th St,0,5,https://www.gunviolencearchive.org/incident/2293603,2022,05-2022
473,473,2294515,2022-05-03,Kansas,Cowley (county),,0,4,https://www.gunviolencearchive.org/incident/2294515,2022,05-2022
474,474,2294477,2022-05-03,Texas,Beaumont,3580 S Martin Luther King Jr Pkwy,0,5,https://www.gunviolencearchive.org/incident/2294477,2022,05-2022
475,475,2291712,2022-05-01,Louisiana,Lafayette,500 Jefferson St,0,12,https://www.gunviolencearchive.org/incident/2291712,2022,05-2022
476,476,2291578,2022-05-01,Ohio,Springfield,Clifton Ave and Rice St,1,4,https://www.gunviolencearchive.org/incident/2291578,2022,05-2022
477,477,2292452,2022-05-01,Florida,Tarpon Springs,Safford Ave and Boyer St,0,6,https://www.gunviolencearchive.org/incident/2292452,2022,05-2022
478,478,2292613,2022-05-01,South Carolina,North Charleston,US-52 and Ashley Phosphate Rd,1,3,https://www.gunviolencearchive.org/incident/2292613,2022,05-2022
479,479,2291618,2022-04-30,Georgia,Atlanta,445 Cleveland Ave SE,1,4,https://www.gunviolencearchive.org/incident/2291618,2022,04-2022
480,480,2291470,2022-04-30,Mississippi,Jackson,1207 Mississippi Street,1,5,https://www.gunviolencearchive.org/incident/2291470,2022,04-2022
481,481,2291185,2022-04-29,Tennessee,Jackson,310 North Pkwy,2,2,https://www.gunviolencearchive.org/incident/2291185,2022,04-2022
482,482,2290903,2022-04-29,Louisiana,New Orleans,3201 Magazine St,0,6,https://www.gunviolencearchive.org/incident/2290903,2022,04-2022
483,483,2291534,2022-04-29,Mississippi,Laurel,Ferrell St and Poplar Dr,0,4,https://www.gunviolencearchive.org/incident/2291534,2022,04-2022
484,484,2290026,2022-04-28,Alabama,Bessemer,1800 block of Berkley Ave,1,3,https://www.gunviolencearchive.org/incident/2290026,2022,04-2022
485,485,2288928,2022-04-27,Illinois,Chicago,4400 block of W Jackson Blvd,0,4,https://www.gunviolencearchive.org/incident/2288928,2022,04-2022
486,486,2289308,2022-04-27,Louisiana,Opelousas,700 block of Mia St,2,3,https://www.gunviolencearchive.org/incident/2289308,2022,04-2022
487,487,2288842,2022-04-27,Mississippi,Biloxi,2688 Beach Blvd,4,0,https://www.gunviolencearchive.org/incident/2288842,2022,04-2022
488,488,2289610,2022-04-27,Texas,San Antonio,3399 Wurzbach Rd,0,5,https://www.gunviolencearchive.org/incident/2289610,2022,04-2022
489,489,2289382,2022-04-27,Arizona,Phoenix,6719 W Thomas Rd,0,4,https://www.gunviolencearchive.org/incident/2289382,2022,04-2022
490,490,2287581,2022-04-25,Alabama,Birmingham,821 3rd Ave W,1,3,https://www.gunviolencearchive.org/incident/2287581,2022,04-2022
491,491,2286363,2022-04-24,South Carolina,Myrtle Beach,12th Ave N and Withers Alley,1,3,https://www.gunviolencearchive.org/incident/2286363,2022,04-2022
492,492,2286061,2022-04-24,Indiana,Lafayette,2905 Westchester Ln W,2,4,https://www.gunviolencearchive.org/incident/2286061,2022,04-2022
493,493,2285772,2022-04-23,Illinois,Chicago,2000 block of W 51st St,2,2,https://www.gunviolencearchive.org/incident/2285772,2022,04-2022
494,494,2285612,2022-04-23,North Carolina,Rocky Mount,1171 Jefferies Rd,0,4,https://www.gunviolencearchive.org/incident/2285612,2022,04-2022
495,495,2285860,2022-04-23,Georgia,Atlanta,135 Andrew Young International Blvd NW,0,5,https://www.gunviolencearchive.org/incident/2285860,2022,04-2022
496,496,2286089,2022-04-23,California,San Bernardino,1036 W Highland Ave,1,4,https://www.gunviolencearchive.org/incident/2286089,2022,04-2022
497,497,2285158,2022-04-22,Virginia,Petersburg,200 block of Holly Hill Dr,1,5,https://www.gunviolencearchive.org/incident/2285158,2022,04-2022
498,498,2285242,2022-04-22,Ohio,Cincinnati,Kemper Ln and E McMillan St,0,4,https://www.gunviolencearchive.org/incident/2285242,2022,04-2022
499,499,2284819,2022-04-22,District of Columbia,Washington,2900 block of Van Ness St NW,1,4,https://www.gunviolencearchive.org/incident/2284819,2022,04-2022
500,500,2285267,2022-04-21,Arkansas,Mountain View,646 Northcutt Rd,4,0,https://www.gunviolencearchive.org/incident/2285267,2022,04-2022
501,501,2283535,2022-04-20,Minnesota,Duluth,715 E 12th St,5,0,https://www.gunviolencearchive.org/incident/2283535,2022,04-2022
502,502,2281171,2022-04-17,Pennsylvania,Philadelphia,2800 block of Orkney St,0,4,https://www.gunviolencearchive.org/incident/2281171,2022,04-2022
503,503,2281541,2022-04-17,Oregon,Portland,16150 SE Stark St,1,3,https://www.gunviolencearchive.org/incident/2281541,2022,04-2022
504,504,2280875,2022-04-17,South Carolina,Furman,72 Ashley Circle Rd,0,9,https://www.gunviolencearchive.org/incident/2280875,2022,04-2022
505,505,2281164,2022-04-17,California,Sacramento,7200 block of Franklin Blvd,1,3,https://www.gunviolencearchive.org/incident/2281164,2022,04-2022
506,506,2281483,2022-04-17,Florida,Miami,15020 South River Dr,1,3,https://www.gunviolencearchive.org/incident/2281483,2022,04-2022
507,507,2280711,2022-04-17,Pennsylvania,Pittsburgh,900B Madison Ave,2,9,https://www.gunviolencearchive.org/incident/2280711,2022,04-2022
508,508,2282256,2022-04-17,Louisiana,Baldwin,Rosebud Rd and Baptiste St,0,5,https://www.gunviolencearchive.org/incident/2282256,2022,04-2022
509,509,2280204,2022-04-16,South Carolina,Columbia,100 Columbiana Cir,0,9,https://www.gunviolencearchive.org/incident/2280204,2022,04-2022
510,510,2280495,2022-04-16,Maryland,Baltimore,5300 block of Maple Ave,1,3,https://www.gunviolencearchive.org/incident/2280495,2022,04-2022
511,511,2281244,2022-04-16,Nevada,North Las Vegas,4900 block of Support St,0,4,https://www.gunviolencearchive.org/incident/2281244,2022,04-2022
512,512,2281410,2022-04-16,Texas,Daingerfield,FM 144 and Edwards Rd,1,6,https://www.gunviolencearchive.org/incident/2281410,2022,04-2022
513,513,2280017,2022-04-16,New York,Syracuse,300 block of S Clinton St,1,4,https://www.gunviolencearchive.org/incident/2280017,2022,04-2022
514,514,2280504,2022-04-15,California,Stockton,300 block of Coventry Dr,2,2,https://www.gunviolencearchive.org/incident/2280504,2022,04-2022
515,515,2276339,2022-04-12,New York,Brooklyn,36th St and 4th Ave,0,10,https://www.gunviolencearchive.org/incident/2276339,2022,04-2022
516,516,2277011,2022-04-12,New York,Bronx,2825 Olinville Ave,1,3,https://www.gunviolencearchive.org/incident/2277011,2022,04-2022
517,517,2275242,2022-04-10,Louisiana,Baton Rouge,2700 block of Lorraine St,0,4,https://www.gunviolencearchive.org/incident/2275242,2022,04-2022
518,518,2274790,2022-04-10,Iowa,Cedar Rapids,415 3rd St SE,3,9,https://www.gunviolencearchive.org/incident/2274790,2022,04-2022
519,519,2274803,2022-04-10,Illinois,Elgin,958 Congdon Ave,2,4,https://www.gunviolencearchive.org/incident/2274803,2022,04-2022
520,520,2275283,2022-04-10,California,Willowbrook,Blakley Ave and E 122nd Pl,2,5,https://www.gunviolencearchive.org/incident/2275283,2022,04-2022
521,521,2274783,2022-04-10,Indiana,Indianapolis,4270 W 38th St,1,5,https://www.gunviolencearchive.org/incident/2274783,2022,04-2022
522,522,2274296,2022-04-09,Florida,Miami,6816 NW 15th Ave,0,4,https://www.gunviolencearchive.org/incident/2274296,2022,04-2022
523,523,2274855,2022-04-09,District of Columbia,Washington,O St SW and Half St SW,0,4,https://www.gunviolencearchive.org/incident/2274855,2022,04-2022
524,524,2272394,2022-04-06,Pennsylvania,Philadelphia,Griscom St and Arrott St,1,4,https://www.gunviolencearchive.org/incident/2272394,2022,04-2022
525,525,2270747,2022-04-04,Kentucky,Covington,Russell St and W 16th St,0,4,https://www.gunviolencearchive.org/incident/2270747,2022,04-2022
526,526,2270578,2022-04-04,Connecticut,Hartford,Bedford St and Mather St,1,3,https://www.gunviolencearchive.org/incident/2270578,2022,04-2022
527,527,2269429,2022-04-03,New York,Buffalo,400 block of Genesee St,0,4,https://www.gunviolencearchive.org/incident/2269429,2022,04-2022
528,528,2269745,2022-04-03,California,San Francisco,670 Brunswick St,2,2,https://www.gunviolencearchive.org/incident/2269745,2022,04-2022
529,529,2269100,2022-04-03,Texas,Dallas,5050 Cleveland Rd,1,16,https://www.gunviolencearchive.org/incident/2269100,2022,04-2022
530,530,2269082,2022-04-03,California,Sacramento,J St and 10th St,6,12,https://www.gunviolencearchive.org/incident/2269082,2022,04-2022
531,531,2268723,2022-04-02,North Carolina,Shelby,1851 E Dixon Blvd,1,3,https://www.gunviolencearchive.org/incident/2268723,2022,04-2022
532,532,2268762,2022-04-02,Louisiana,Monroe,100 Sterlington Rd,1,5,https://www.gunviolencearchive.org/incident/2268762,2022,04-2022
533,533,2269059,2022-04-02,Colorado,Colorado Springs,2400 block of Barkman Dr,0,4,https://www.gunviolencearchive.org/incident/2269059,2022,04-2022
534,534,2269034,2022-04-02,Louisiana,Shreveport,2025 Marshall St,1,3,https://www.gunviolencearchive.org/incident/2269034,2022,04-2022
535,535,2269259,2022-04-01,South Carolina,Walterboro,1900 Block of Logan Farm Rd,0,4,https://www.gunviolencearchive.org/incident/2269259,2022,04-2022
536,536,2264094,2022-03-26,California,Hollister,Rustic St and Roble St,2,3,https://www.gunviolencearchive.org/incident/2264094,2022,03-2022
537,537,2265029,2022-03-26,Ohio,Cleveland,1437 St Clair Ave NE,0,4,https://www.gunviolencearchive.org/incident/2265029,2022,03-2022
538,538,2263608,2022-03-25,Colorado,Colorado Springs,820 Citadel Dr E,2,2,https://www.gunviolencearchive.org/incident/2263608,2022,03-2022
539,539,2260129,2022-03-22,California,Stockton,1800 West Lane,1,3,https://www.gunviolencearchive.org/incident/2260129,2022,03-2022
540,540,2259262,2022-03-21,Connecticut,Waterbury,23 Scovill St,0,4,https://www.gunviolencearchive.org/incident/2259262,2022,03-2022
541,541,2259413,2022-03-21,Illinois,Chicago,1650 E 79th St,2,2,https://www.gunviolencearchive.org/incident/2259413,2022,03-2022
542,542,2258324,2022-03-20,Wisconsin,Milwaukee,2822 W Melvina St,0,4,https://www.gunviolencearchive.org/incident/2258324,2022,03-2022
543,543,2258156,2022-03-20,Texas,Austin,E 6th St and Neches St,0,4,https://www.gunviolencearchive.org/incident/2258156,2022,03-2022
544,544,2258224,2022-03-20,Texas,Houston,2955 S Sam Houston Pkwy E,1,3,https://www.gunviolencearchive.org/incident/2258224,2022,03-2022
545,545,2257316,2022-03-19,Virginia,Norfolk,320 Granby St,3,2,https://www.gunviolencearchive.org/incident/2257316,2022,03-2022
546,546,2258012,2022-03-19,North Carolina,Fayetteville,1707 Owen Dr,3,3,https://www.gunviolencearchive.org/incident/2258012,2022,03-2022
