level_0,index,incident_id,incident_date,state,city_or_country,address,killed,injured,incident_url,year,month-year
82,82,2448015,2022-10-29,Florida,Orlando,8204 Crystal Clear Ln,0,6,https://www.gunviolencearchive.org/incident/2448015,2022,10-2022
83,83,2448330,2022-10-29,Florida,Tallahassee,2101 W Pensacola St,1,9,https://www.gunviolencearchive.org/incident/2448330,2022,10-2022
84,84,2447980,2022-10-28,Ohio,Toledo,Junction Ave and Belmont Ave,2,2,https://www.gunviolencearchive.org/incident/2447980,2022,10-2022
85,85,2447379,2022-10-28,Pennsylvania,Pittsburgh,3737 Brighton Rd,0,5,https://www.gunviolencearchive.org/incident/2447379,2022,10-2022
86,86,2447217,2022-10-27,Oklahoma,Broken Arrow,425 S Hickory Ave,8,0,https://www.gunviolencearchive.org/incident/2447217,2022,10-2022
87,87,2445686,2022-10-25,Ohio,Hamilton,700 block of S 2nd St,2,2,https://www.gunviolencearchive.org/incident/2445686,2022,10-2022
88,88,2445939,2022-10-25,North Carolina,Greensboro,900 block of Circle Dr,2,4,https://www.gunviolencearchive.org/incident/2445939,2022,10-2022
89,89,2443879,2022-10-24,Missouri,Saint Louis,3125 S Kingshighway Blvd,3,4,https://www.gunviolencearchive.org/incident/2443879,2022,10-2022
90,90,2443849,2022-10-24,Illinois,Chicago,3200 block of W 30th St,1,3,https://www.gunviolencearchive.org/incident/2443849,2022,10-2022
91,91,2443627,2022-10-23,Texas,Brownsville,1200 block of W Saint Francis St,0,5,https://www.gunviolencearchive.org/incident/2443627,2022,10-2022
92,92,2443194,2022-10-23,Illinois,Chicago,4300 block of S Kedzie Ave,3,2,https://www.gunviolencearchive.org/incident/2443194,2022,10-2022
93,93,2443276,2022-10-23,Wisconsin,Milwaukee,N 34th St and W Wright St,0,4,https://www.gunviolencearchive.org/incident/2443276,2022,10-2022
94,94,2442695,2022-10-22,Wisconsin,Milwaukee,W Fond Du Lac and W Hoyt Pl,0,6,https://www.gunviolencearchive.org/incident/2442695,2022,10-2022
95,95,2443257,2022-10-22,North Carolina,Oxford,100 block of Granville St,0,6,https://www.gunviolencearchive.org/incident/2443257,2022,10-2022
96,96,2443287,2022-10-22,Georgia,Cordele,1309 16th Ave E,0,4,https://www.gunviolencearchive.org/incident/2443287,2022,10-2022
97,97,2443231,2022-10-22,Arizona,Phoenix,6330 W Miami St,1,7,https://www.gunviolencearchive.org/incident/2443231,2022,10-2022
98,98,2450590,2022-10-21,Mississippi,Cleveland,511 Lee St,1,3,https://www.gunviolencearchive.org/incident/2450590,2022,10-2022
99,99,2442632,2022-10-21,Louisiana,New Orleans,2200 block of N Galvez St,1,3,https://www.gunviolencearchive.org/incident/2442632,2022,10-2022
100,100,2444683,2022-10-21,Wisconsin,Hartland,700 Mansfield Court,6,0,https://www.gunviolencearchive.org/incident/2444683,2022,10-2022
101,101,2442008,2022-10-21,Louisiana,Baton Rouge,636 Harding Blvd,0,11,https://www.gunviolencearchive.org/incident/2442008,2022,10-2022
102,102,2441540,2022-10-20,Ohio,Cleveland,4497 State Rd,0,5,https://www.gunviolencearchive.org/incident/2441540,2022,10-2022
103,103,2439423,2022-10-17,Virginia,Woodbridge,5297 Mansfield Ct,4,0,https://www.gunviolencearchive.org/incident/2439423,2022,10-2022
104,104,2438904,2022-10-16,Texas,El Paso,8500 block of Dyer St,1,3,https://www.gunviolencearchive.org/incident/2438904,2022,10-2022
105,105,2438505,2022-10-16,Georgia,Atlanta,223 James P Brawley Dr SW,0,4,https://www.gunviolencearchive.org/incident/2438505,2022,10-2022
106,106,2439294,2022-10-16,California,Lancaster,44236 20th St E,0,4,https://www.gunviolencearchive.org/incident/2439294,2022,10-2022
107,107,2438461,2022-10-16,Virginia,Harrisonburg,1500 block of Devon Ln,0,8,https://www.gunviolencearchive.org/incident/2438461,2022,10-2022
108,108,2438121,2022-10-15,Colorado,Denver,900 Dakin St,1,7,https://www.gunviolencearchive.org/incident/2438121,2022,10-2022
109,109,2438154,2022-10-15,Massachusetts,Worcester,88 Webster St,0,6,https://www.gunviolencearchive.org/incident/2438154,2022,10-2022
110,110,2438494,2022-10-15,New York,Freeport,Babylon Tpke and Independence Ave,0,4,https://www.gunviolencearchive.org/incident/2438494,2022,10-2022
111,111,2438482,2022-10-15,Pennsylvania,Pittsburgh,300 block of Cedar Ave,3,1,https://www.gunviolencearchive.org/incident/2438482,2022,10-2022
112,112,2438723,2022-10-15,Mississippi,Itta Bena,,2,7,https://www.gunviolencearchive.org/incident/2438723,2022,10-2022
113,113,2437284,2022-10-14,Pennsylvania,Philadelphia,Willard St and Shelbourne St,0,4,https://www.gunviolencearchive.org/incident/2437284,2022,10-2022
114,114,2436826,2022-10-13,North Carolina,Raleigh,5300 block of Sahalee Way,5,3,https://www.gunviolencearchive.org/incident/2436826,2022,10-2022
115,115,2437177,2022-10-13,North Carolina,New Bern,2100 block of New Bern Ave,0,4,https://www.gunviolencearchive.org/incident/2437177,2022,10-2022
116,116,2437630,2022-10-13,Alabama,Lanett,1912 50th Ave SW,0,6,https://www.gunviolencearchive.org/incident/2437630,2022,10-2022
117,117,2434847,2022-10-10,California,Delano,County Line Road and Road 136,1,3,https://www.gunviolencearchive.org/incident/2434847,2022,10-2022
118,118,2434247,2022-10-09,South Carolina,Inman,280 Bobo Dr,5,0,https://www.gunviolencearchive.org/incident/2434247,2022,10-2022
119,119,2434128,2022-10-09,Florida,Miami,525 NE 150th St,1,3,https://www.gunviolencearchive.org/incident/2434128,2022,10-2022
120,120,2439284,2022-10-09,Oklahoma,Henryetta,US-75 and Catalpa Rd,4,0,https://www.gunviolencearchive.org/incident/2439284,2022,10-2022
121,121,2434326,2022-10-09,Arkansas,Jacksonville,300 Marshall Rd,1,3,https://www.gunviolencearchive.org/incident/2434326,2022,10-2022
122,122,2433539,2022-10-09,Florida,Tampa,908 N Franklin St,1,6,https://www.gunviolencearchive.org/incident/2433539,2022,10-2022
123,123,2434062,2022-10-09,Texas,Beaumont,2550 I-10 Frontage Rd,0,5,https://www.gunviolencearchive.org/incident/2434062,2022,10-2022
124,124,2433352,2022-10-08,California,Berkeley,Durant Ave and Telegraph Ave,1,3,https://www.gunviolencearchive.org/incident/2433352,2022,10-2022
125,125,2440211,2022-10-08,Alabama,Hurtsboro,Ross Rd,2,2,https://www.gunviolencearchive.org/incident/2440211,2022,10-2022
126,126,2434151,2022-10-08,Missouri,Saint Joseph,302 Illinois Ave,0,4,https://www.gunviolencearchive.org/incident/2434151,2022,10-2022
127,127,2432772,2022-10-07,Oregon,Portland,SE 92nd Ave and Powell Blvd,0,4,https://www.gunviolencearchive.org/incident/2432772,2022,10-2022
128,128,2432893,2022-10-07,Texas,Fort Worth,1200 block of Jessamine St,4,0,https://www.gunviolencearchive.org/incident/2432893,2022,10-2022
129,129,2431842,2022-10-06,Kentucky,Louisville,5000 block of East Indian Trail,0,4,https://www.gunviolencearchive.org/incident/2431842,2022,10-2022
130,130,2431594,2022-10-06,District of Columbia,Washington,1200 North Capitol St NW,1,3,https://www.gunviolencearchive.org/incident/2431594,2022,10-2022
131,131,2431069,2022-10-05,Texas,Baytown,2000 block of Tri City Beach Rd,5,2,https://www.gunviolencearchive.org/incident/2431069,2022,10-2022
132,132,2428950,2022-10-02,Tennessee,Nashville,600 block of S 7th St,0,4,https://www.gunviolencearchive.org/incident/2428950,2022,10-2022
133,133,2428715,2022-10-02,Washington,Seattle,4300 block of University Way NE,0,4,https://www.gunviolencearchive.org/incident/2428715,2022,10-2022
134,134,2428678,2022-10-01,California,Oakland,988 Apgar St,2,2,https://www.gunviolencearchive.org/incident/2428678,2022,10-2022
135,135,2427999,2022-10-01,Pennsylvania,Philadelphia,5000 block of Frankford Ave,0,4,https://www.gunviolencearchive.org/incident/2427999,2022,10-2022
136,136,2427775,2022-09-30,Oklahoma,Tulsa,4929 N Peoria Ave,1,3,https://www.gunviolencearchive.org/incident/2427775,2022,09-2022
137,137,2428456,2022-09-30,Mississippi,Marks,1st St and W Main St,0,5,https://www.gunviolencearchive.org/incident/2428456,2022,09-2022
138,138,2426627,2022-09-29,Texas,Mc Gregor,901 S Monroe St,5,1,https://www.gunviolencearchive.org/incident/2426627,2022,09-2022
139,139,2426042,2022-09-28,California,Oakland,8251 Fontaine St,1,5,https://www.gunviolencearchive.org/incident/2426042,2022,09-2022
140,140,2425825,2022-09-28,Ohio,Columbus,1680 Karl Ct,0,5,https://www.gunviolencearchive.org/incident/2425825,2022,09-2022
141,141,2425799,2022-09-28,Maryland,Baltimore,5500 block of Bowleys Ln,0,4,https://www.gunviolencearchive.org/incident/2425799,2022,09-2022
142,142,2426382,2022-09-28,Alabama,Uniontown,100-104 Birch Rd,0,5,https://www.gunviolencearchive.org/incident/2426382,2022,09-2022
143,143,2425393,2022-09-27,New York,Corona (Queens),88-01 Atlantic Ave,0,4,https://www.gunviolencearchive.org/incident/2425393,2022,09-2022
144,144,2426137,2022-09-27,New York,New York (Manhattan),W 116th St and 7th Ave,0,4,https://www.gunviolencearchive.org/incident/2426137,2022,09-2022
145,145,2426061,2022-09-27,North Carolina,Goldsboro,1200 block of Olivia Ln,0,4,https://www.gunviolencearchive.org/incident/2426061,2022,09-2022
146,146,2425199,2022-09-27,Pennsylvania,Philadelphia,6498 Ridge Ave,1,4,https://www.gunviolencearchive.org/incident/2425199,2022,09-2022
147,147,2425839,2022-09-27,Florida,Jacksonville,A Philip Randolph Blvd and Union St,0,4,https://www.gunviolencearchive.org/incident/2425839,2022,09-2022
148,148,2423747,2022-09-25,Pennsylvania,Harrisburg,2300 block of Woodlawn St,0,4,https://www.gunviolencearchive.org/incident/2423747,2022,09-2022
149,149,2423338,2022-09-25,Indiana,Hammond,6217 Kennedy Ave,1,3,https://www.gunviolencearchive.org/incident/2423338,2022,09-2022
150,150,2423538,2022-09-24,Ohio,Columbus,E 5th Ave and Osborn Ave,1,3,https://www.gunviolencearchive.org/incident/2423538,2022,09-2022
151,151,2423331,2022-09-24,Georgia,Louisville,Forrest Dr,1,3,https://www.gunviolencearchive.org/incident/2423331,2022,09-2022
152,152,2424602,2022-09-23,California,Castroville,,0,4,https://www.gunviolencearchive.org/incident/2424602,2022,09-2022
153,153,2421430,2022-09-22,Illinois,Chicago,E 35th St and S Prairie Ave,0,4,https://www.gunviolencearchive.org/incident/2421430,2022,09-2022
154,154,2420406,2022-09-20,New York,Mount Vernon,333 S 8th Ave,0,4,https://www.gunviolencearchive.org/incident/2420406,2022,09-2022
155,155,2420637,2022-09-20,Michigan,Niles,620 N 6th St,2,3,https://www.gunviolencearchive.org/incident/2420637,2022,09-2022
156,156,2419473,2022-09-19,Georgia,Swainsboro,N Coleman St,1,3,https://www.gunviolencearchive.org/incident/2419473,2022,09-2022
157,157,2417634,2022-09-18,New York,Corona (Queens),41st Ave and Warren St,1,3,https://www.gunviolencearchive.org/incident/2417634,2022,09-2022
158,158,2417641,2022-09-18,Wisconsin,Kenosha,2232 Roosevelt Rd,2,2,https://www.gunviolencearchive.org/incident/2417641,2022,09-2022
159,159,2417863,2022-09-18,Nevada,Las Vegas,4800 block of Holt Ave,0,5,https://www.gunviolencearchive.org/incident/2417863,2022,09-2022
160,160,2417696,2022-09-18,Michigan,Allendale,10295 48th Ave,0,4,https://www.gunviolencearchive.org/incident/2417696,2022,09-2022
161,161,2417293,2022-09-17,Missouri,Blue Springs,US 40 and Adams Dairy Pkwy,0,5,https://www.gunviolencearchive.org/incident/2417293,2022,09-2022
162,162,2416762,2022-09-17,Minnesota,Minneapolis,Hennepin Ave and N 8th St,0,5,https://www.gunviolencearchive.org/incident/2416762,2022,09-2022
163,163,2416625,2022-09-16,Wisconsin,Milwaukee,4100 block of N 13th St,0,5,https://www.gunviolencearchive.org/incident/2416625,2022,09-2022
164,164,2414276,2022-09-14,Wisconsin,Milwaukee,1300 block of E Hamilton St,0,4,https://www.gunviolencearchive.org/incident/2414276,2022,09-2022
165,165,2415614,2022-09-14,Florida,Miami (North Miami),NW 10th Ave and NW 131st St,0,5,https://www.gunviolencearchive.org/incident/2415614,2022,09-2022
166,166,2414858,2022-09-14,California,Los Angeles,312 E 5th St,0,4,https://www.gunviolencearchive.org/incident/2414858,2022,09-2022
167,167,2414080,2022-09-13,Illinois,Chicago,5531 S King Dr,2,7,https://www.gunviolencearchive.org/incident/2414080,2022,09-2022
168,168,2415479,2022-09-13,California,Oakland,92nd Ave and Peach St,0,4,https://www.gunviolencearchive.org/incident/2415479,2022,09-2022
169,169,2413596,2022-09-12,Oklahoma,Oklahoma City,1400 block of S Indiana Ave,0,4,https://www.gunviolencearchive.org/incident/2413596,2022,09-2022
170,170,2412198,2022-09-11,Michigan,Detroit,13000 block of E Warren Ave,0,4,https://www.gunviolencearchive.org/incident/2412198,2022,09-2022
171,171,2412164,2022-09-11,New Mexico,Santa Fe,Paseo Feliz,0,5,https://www.gunviolencearchive.org/incident/2412164,2022,09-2022
172,172,2412289,2022-09-11,Michigan,Grand Rapids,,0,4,https://www.gunviolencearchive.org/incident/2412289,2022,09-2022
173,173,2412487,2022-09-11,North Carolina,Durham,4400 block of NC-55,1,3,https://www.gunviolencearchive.org/incident/2412487,2022,09-2022
174,174,2411801,2022-09-10,Indiana,Plainfield,2688 E Main St,2,2,https://www.gunviolencearchive.org/incident/2411801,2022,09-2022
175,175,2411871,2022-09-10,Kentucky,Lexington,Georgetown Rd and Parallel Rd,0,4,https://www.gunviolencearchive.org/incident/2411871,2022,09-2022
176,176,2411007,2022-09-09,New York,Bronx,810 Astor Ave,0,4,https://www.gunviolencearchive.org/incident/2411007,2022,09-2022
177,177,2410446,2022-09-09,Maryland,Elk Mills,47 Hebron Ct,5,0,https://www.gunviolencearchive.org/incident/2410446,2022,09-2022
178,178,2411901,2022-09-09,Minnesota,Minneapolis,328 W Broadway Ave,1,3,https://www.gunviolencearchive.org/incident/2411901,2022,09-2022
179,179,2410704,2022-09-08,Minnesota,Minneapolis,626 W Broadway Ave,0,4,https://www.gunviolencearchive.org/incident/2410704,2022,09-2022
180,180,2410269,2022-09-08,California,Los Angeles,4th St and Broadway,0,4,https://www.gunviolencearchive.org/incident/2410269,2022,09-2022
181,181,2408990,2022-09-07,Tennessee,Memphis,3100 block of Lyndale Ave,3,3,https://www.gunviolencearchive.org/incident/2408990,2022,09-2022
182,182,2407734,2022-09-05,Missouri,Kansas City,7320 Manchester Ave,2,2,https://www.gunviolencearchive.org/incident/2407734,2022,09-2022
183,183,2407739,2022-09-05,Missouri,Saint Louis,4400 block of Red Bud Ave,1,3,https://www.gunviolencearchive.org/incident/2407739,2022,09-2022
184,184,2406998,2022-09-05,Georgia,Hartwell,1541 Anderson Hwy,2,2,https://www.gunviolencearchive.org/incident/2406998,2022,09-2022
185,185,2406862,2022-09-05,Ohio,Cleveland,13902 Euclid Ave,1,10,https://www.gunviolencearchive.org/incident/2406862,2022,09-2022
186,186,2406852,2022-09-05,Pennsylvania,Philadelphia,W Russell St and N 8th St,2,4,https://www.gunviolencearchive.org/incident/2406852,2022,09-2022
187,187,2406123,2022-09-04,South Carolina,Charleston,King St and Morris St,0,7,https://www.gunviolencearchive.org/incident/2406123,2022,09-2022
188,188,2406597,2022-09-04,Minnesota,Saint Paul,951 Case Ave E,3,2,https://www.gunviolencearchive.org/incident/2406597,2022,09-2022
189,189,2406108,2022-09-04,Virginia,Norfolk,5005 Killam Ave,2,5,https://www.gunviolencearchive.org/incident/2406108,2022,09-2022
190,190,2406656,2022-09-04,Florida,Fort Lauderdale (Lauderdale Lakes),3050 NW 41st St,0,4,https://www.gunviolencearchive.org/incident/2406656,2022,09-2022
191,191,2406651,2022-09-04,Illinois,Chicago,8600 block of S Kingston Ave,2,2,https://www.gunviolencearchive.org/incident/2406651,2022,09-2022
192,192,2405689,2022-09-03,California,Chico,1500 block of W 5th St,0,5,https://www.gunviolencearchive.org/incident/2405689,2022,09-2022
193,193,2405866,2022-09-03,Illinois,Yorkville,8400 block of Immanuel Rd,0,4,https://www.gunviolencearchive.org/incident/2405866,2022,09-2022
194,194,2408075,2022-09-03,Delaware,Dover,1200 N Dupont Hwy,0,4,https://www.gunviolencearchive.org/incident/2408075,2022,09-2022
195,195,2406042,2022-09-03,Alabama,Birmingham,100 block of 3rd Ave W,2,2,https://www.gunviolencearchive.org/incident/2406042,2022,09-2022
196,196,2405859,2022-09-03,Maryland,Capitol Heights,1428 Ritchie Rd,1,3,https://www.gunviolencearchive.org/incident/2405859,2022,09-2022
197,197,2405239,2022-09-02,California,Fresno,Effie St and Grant Ave,2,3,https://www.gunviolencearchive.org/incident/2405239,2022,09-2022
198,198,2405020,2022-09-02,Minnesota,Minneapolis,700 W Broadway Ave,0,4,https://www.gunviolencearchive.org/incident/2405020,2022,09-2022
199,199,2404930,2022-09-02,New York,Brooklyn,223 Russell St,0,4,https://www.gunviolencearchive.org/incident/2404930,2022,09-2022
200,200,2400998,2022-08-29,Missouri,Saint Louis (Jennings),8800 block of Cozens Ave,0,4,https://www.gunviolencearchive.org/incident/2400998,2022,08-2022
201,201,2399774,2022-08-28,Wisconsin,Clinton,9221 E Little Ln,0,4,https://www.gunviolencearchive.org/incident/2399774,2022,08-2022
202,202,2400434,2022-08-28,Oregon,Bend,2650 NE Hwy 20,3,2,https://www.gunviolencearchive.org/incident/2400434,2022,08-2022
203,203,2399820,2022-08-28,New York,Albany,Hamilton St and Ontario St,0,6,https://www.gunviolencearchive.org/incident/2399820,2022,08-2022
204,204,2399670,2022-08-28,Colorado,Denver,2731 42nd Ave,1,3,https://www.gunviolencearchive.org/incident/2399670,2022,08-2022
205,205,2400026,2022-08-28,Michigan,Detroit,Wyoming Ave and W 7-Mile Rd,3,1,https://www.gunviolencearchive.org/incident/2400026,2022,08-2022
206,206,2399839,2022-08-28,California,Los Angeles,2471 Whittier Blvd,0,6,https://www.gunviolencearchive.org/incident/2399839,2022,08-2022
207,207,2400492,2022-08-28,Arizona,Phoenix,21636 N 26th Ave,3,5,https://www.gunviolencearchive.org/incident/2400492,2022,08-2022
208,208,2399755,2022-08-28,Texas,Houston,8021 Dunlap St,4,2,https://www.gunviolencearchive.org/incident/2399755,2022,08-2022
209,209,2399576,2022-08-27,New York,Brooklyn,W 29th St and Boardwalk W,1,4,https://www.gunviolencearchive.org/incident/2399576,2022,08-2022
210,210,2399000,2022-08-27,Washington,Spokane,302 W Queen Ave,1,3,https://www.gunviolencearchive.org/incident/2399000,2022,08-2022
211,211,2398877,2022-08-27,Kentucky,Lexington,207 Legends Ln,0,7,https://www.gunviolencearchive.org/incident/2398877,2022,08-2022
212,212,2398004,2022-08-25,Kentucky,Henderson,804 Clay St,2,2,https://www.gunviolencearchive.org/incident/2398004,2022,08-2022
213,213,2397504,2022-08-25,Washington,Spokane,701 N Chestnut St,0,4,https://www.gunviolencearchive.org/incident/2397504,2022,08-2022
214,214,2398118,2022-08-25,Alabama,Birmingham,8th St W and Finley Blvd,1,3,https://www.gunviolencearchive.org/incident/2398118,2022,08-2022
215,215,2396803,2022-08-24,Illinois,Chicago,3591 N Milwaukee Ave,0,4,https://www.gunviolencearchive.org/incident/2396803,2022,08-2022
216,216,2396536,2022-08-24,District of Columbia,Washington,27 O Street NW,2,3,https://www.gunviolencearchive.org/incident/2396536,2022,08-2022
217,217,2397033,2022-08-24,Wisconsin,Milwaukee,2622 N 22nd St,3,2,https://www.gunviolencearchive.org/incident/2397033,2022,08-2022
218,218,2396567,2022-08-24,Maryland,Baltimore,Park Heights Ave and Shirley Ave,1,6,https://www.gunviolencearchive.org/incident/2396567,2022,08-2022
219,219,2396124,2022-08-23,Pennsylvania,Philadelphia,N 60th St and Race St,2,2,https://www.gunviolencearchive.org/incident/2396124,2022,08-2022
220,220,2393758,2022-08-21,Tennessee,Memphis,I-240 and Norris Rd,1,3,https://www.gunviolencearchive.org/incident/2393758,2022,08-2022
221,221,2393474,2022-08-20,Delaware,Wilmington,Tatnall St and W 27th St,0,4,https://www.gunviolencearchive.org/incident/2393474,2022,08-2022
222,222,2393051,2022-08-20,North Carolina,Asheville,11 Grove St,0,4,https://www.gunviolencearchive.org/incident/2393051,2022,08-2022
223,223,2392698,2022-08-20,Illinois,Chicago,6200 block of S Michigan Ave,0,5,https://www.gunviolencearchive.org/incident/2392698,2022,08-2022
224,224,2392494,2022-08-19,Illinois,Chicago,3300 block of W Flournoy St,1,4,https://www.gunviolencearchive.org/incident/2392494,2022,08-2022
225,225,2391779,2022-08-19,Illinois,Chicago,5200 block of S Green St,0,4,https://www.gunviolencearchive.org/incident/2391779,2022,08-2022
226,226,2391353,2022-08-18,Virginia,Norfolk,7433 Fenner St,3,2,https://www.gunviolencearchive.org/incident/2391353,2022,08-2022
227,227,2390519,2022-08-17,Illinois,Chicago,7321 S Union Ave,0,4,https://www.gunviolencearchive.org/incident/2390519,2022,08-2022
228,228,2391042,2022-08-17,Pennsylvania,Philadelphia,2800 block of Bonsal St,0,4,https://www.gunviolencearchive.org/incident/2391042,2022,08-2022
229,229,2398608,2022-08-16,Michigan,Paw Paw,126 E Michigan Ave,0,4,https://www.gunviolencearchive.org/incident/2398608,2022,08-2022
230,230,2389775,2022-08-16,Pennsylvania,Philadelphia,5700 Haverford Ave,0,5,https://www.gunviolencearchive.org/incident/2389775,2022,08-2022
231,231,2388884,2022-08-16,Tennessee,Memphis,Austin Peay Hwy and New Covington Pike,0,6,https://www.gunviolencearchive.org/incident/2388884,2022,08-2022
232,232,2386954,2022-08-14,Arizona,Phoenix,4601 E Granada Rd,1,4,https://www.gunviolencearchive.org/incident/2386954,2022,08-2022
233,233,2386871,2022-08-14,Illinois,Chicago,1800 block of W 78th St,1,4,https://www.gunviolencearchive.org/incident/2386871,2022,08-2022
234,234,2386878,2022-08-14,Maryland,Baltimore,5100 block of Harford Rd,1,3,https://www.gunviolencearchive.org/incident/2386878,2022,08-2022
235,235,2388144,2022-08-13,Ohio,Cleveland,7500 block of Bessemer Ave,1,4,https://www.gunviolencearchive.org/incident/2388144,2022,08-2022
236,236,2386032,2022-08-13,North Carolina,Raleigh,2414 Paula St,0,6,https://www.gunviolencearchive.org/incident/2386032,2022,08-2022
237,237,2387010,2022-08-13,Georgia,Atlanta (College Park),5420 Riverdale Rd,1,4,https://www.gunviolencearchive.org/incident/2387010,2022,08-2022
238,238,2386151,2022-08-13,Washington,Renton,1501 Orcas Ave,0,4,https://www.gunviolencearchive.org/incident/2386151,2022,08-2022
239,239,2385789,2022-08-12,Pennsylvania,Philadelphia,5300 block of Charles St,1,3,https://www.gunviolencearchive.org/incident/2385789,2022,08-2022
240,240,2385846,2022-08-12,Missouri,Saint Louis,5166 Dr Martin Luther King Dr,1,3,https://www.gunviolencearchive.org/incident/2385846,2022,08-2022
241,241,2383958,2022-08-10,Mississippi,Winona,613 Powell St,1,3,https://www.gunviolencearchive.org/incident/2383958,2022,08-2022
