incident_id,incident_date,state,city_or_country,address,killed,injured,incident_url,year,month-year,subject1_age,subject2_age,subject3_age,subject4_age,subject_gender,no_of_subject
2236857,2/18/22,Maryland,Temple Hills (Marlow Heights),4200 block of 28th Ave,2,2,https://www.gunviolencearchive.org/incident/2236857,2022,Feb-22,,,,,,
2236155,2/17/22,Pennsylvania,Philadelphia,164 W Chelten Ave,0,4,https://www.gunviolencearchive.org/incident/2236155,2022,Feb-22,,,,,,
2235778,2/17/22,Texas,Houston,3000 Blodgett St,0,5,https://www.gunviolencearchive.org/incident/2235778,2022,Feb-22,,,,,,
2235366,2/16/22,Florida,Miami,NW 99th St and NW 21st Ave,1,3,https://www.gunviolencearchive.org/incident/2235366,2022,Feb-22,,,,,,
2234868,2/15/22,Illinois,Joliet,700 block of Francis St,1,3,https://www.gunviolencearchive.org/incident/2234868,2022,Feb-22,,,,,,
2232854,2/13/22,Wisconsin,Racine,7th St and Park Ave,1,5,https://www.gunviolencearchive.org/incident/2232854,2022,Feb-22,,,,,,
2232287,2/12/22,California,West Hollywood,401 N La Cienega Blvd,0,4,https://www.gunviolencearchive.org/incident/2232287,2022,Feb-22,,,,,,
2232351,2/12/22,Tennessee,Murfreesboro,1644 Middle Tennessee Blvd,1,4,https://www.gunviolencearchive.org/incident/2232351,2022,Feb-22,,,,,,
2232476,2/12/22,Arkansas,Little Rock,200 block of E 7th St,1,3,https://www.gunviolencearchive.org/incident/2232476,2022,Feb-22,,,,,,
2231921,2/11/22,Missouri,Springfield,E Kearney St and N Prospect Ave,0,4,https://www.gunviolencearchive.org/incident/2231921,2022,Feb-22,,,,,,
2231371,2/11/22,Arizona,Phoenix,5405 W Warner St,2,9,https://www.gunviolencearchive.org/incident/2231371,2022,Feb-22,,,,,,
2228979,2/6/22,Illinois,Romeoville,735 N Center Blvd,0,5,https://www.gunviolencearchive.org/incident/2228979,2022,Feb-22,,,,,,
2228510,2/6/22,California,Fresno,S Clara Ave and E Lorena Ave,2,2,https://www.gunviolencearchive.org/incident/2228510,2022,Feb-22,,,,,,
2228660,2/6/22,North Carolina,Wilmington,200 block of North 31st St,0,4,https://www.gunviolencearchive.org/incident/2228660,2022,Feb-22,,,,,,
2227759,2/6/22,Florida,Fort Lauderdale,5280 FL-7,0,4,https://www.gunviolencearchive.org/incident/2227759,2022,Feb-22,,,,,,
2227058,2/5/22,Texas,Corsicana,2919 W 2nd Ave,8,0,https://www.gunviolencearchive.org/incident/2227058,2022,Feb-22,,,,,,
2227187,2/5/22,New Mexico,Las Cruces,1900 block of Gladys Dr,1,3,https://www.gunviolencearchive.org/incident/2227187,2022,Feb-22,,,,,,
2227035,2/4/22,Virginia,Blacksburg,109 N Main St,1,4,https://www.gunviolencearchive.org/incident/2227035,2022,Feb-22,,,,,,
2225493,2/2/22,California,Oroville,410 Oro Dam Blvd E,1,4,https://www.gunviolencearchive.org/incident/2225493,2022,Feb-22,,,,,,
2224788,2/1/22,Wisconsin,Milwaukee,1801 W Olive St,0,5,https://www.gunviolencearchive.org/incident/2224788,2022,Feb-22,,,,,,
2224013,1/31/22,North Carolina,Raleigh,3120 New Bern Ave,1,3,https://www.gunviolencearchive.org/incident/2224013,2022,Jan-22,,,,,,
2222953,1/30/22,Florida,Winter Haven,Buckeye Loop Rd and MLK Blvd NE,1,4,https://www.gunviolencearchive.org/incident/2222953,2022,Jan-22,,,,,,
2223019,1/30/22,Georgia,Augusta,2623 Deans Bridge Rd,1,3,https://www.gunviolencearchive.org/incident/2223019,2022,Jan-22,,,,,,
2222557,1/29/22,Missouri,Saint Louis,4900 block of Cote Brilliante,3,1,https://www.gunviolencearchive.org/incident/2222557,2022,Jan-22,,,,,,
2222383,1/29/22,Georgia,Atlanta,899 Martin Luther King Jr Dr NW,1,3,https://www.gunviolencearchive.org/incident/2222383,2022,Jan-22,,,,,,
2222766,1/29/22,California,Bakersfield,10612 Rosedale Hwy,0,4,https://www.gunviolencearchive.org/incident/2222766,2022,Jan-22,,,,,,
2220985,1/27/22,District of Columbia,Washington,4400 Connecticut Ave,1,4,https://www.gunviolencearchive.org/incident/2220985,2022,Jan-22,,,,,,
2217882,1/23/22,California,Inglewood,1300 block of North Park Ave,4,1,https://www.gunviolencearchive.org/incident/2217882,2022,Jan-22,,,,,,
2218159,1/23/22,Wisconsin,Milwaukee,2505 N 21st St,6,0,https://www.gunviolencearchive.org/incident/2218159,2022,Jan-22,,,,,,
2215955,1/19/22,Maryland,Baltimore,E Monument St and N Montford Ave,3,1,https://www.gunviolencearchive.org/incident/2215955,2022,Jan-22,,,,,,
2215256,1/19/22,Louisiana,New Orleans,7800 block of Keats St,0,4,https://www.gunviolencearchive.org/incident/2215256,2022,Jan-22,,,,,,
2214013,1/18/22,Florida,Miami,10702 NW 7th Ave,1,4,https://www.gunviolencearchive.org/incident/2214013,2022,Jan-22,,,,,,
2214306,1/17/22,Texas,San Antonio,400 block of Spriggsdale Ave,1,4,https://www.gunviolencearchive.org/incident/2214306,2022,Jan-22,,,,,,
2213456,1/16/22,Georgia,Savannah,1100 Graydon St,1,3,https://www.gunviolencearchive.org/incident/2213456,2022,Jan-22,,,,,,
2212203,1/15/22,Tennessee,Knoxville,2700 block of Tarleton Ave,0,4,https://www.gunviolencearchive.org/incident/2212203,2022,Jan-22,,,,,,
2212018,1/15/22,Georgia,Brunswick,2717 Glynn Ave,1,5,https://www.gunviolencearchive.org/incident/2212018,2022,Jan-22,,,,,,
2211746,1/14/22,Oregon,Eugene,219 W 8th Ave,0,6,https://www.gunviolencearchive.org/incident/2211746,2022,Jan-22,,,,,,
2210480,1/13/22,New York,Brooklyn,1014 E 92nd St,1,3,https://www.gunviolencearchive.org/incident/2210480,2022,Jan-22,,,,,,
2209840,1/12/22,Illinois,Chicago,S King Dr and E 63rd St,0,4,https://www.gunviolencearchive.org/incident/2209840,2022,Jan-22,,,,,,
2207435,1/9/22,California,Fresno,724 E Olive Ave,0,4,https://www.gunviolencearchive.org/incident/2207435,2022,Jan-22,,,,,,
2207931,1/9/22,California,Los Angeles,W 35th St and S Hill St,2,4,https://www.gunviolencearchive.org/incident/2207931,2022,Jan-22,,,,,,
2207469,1/9/22,Alabama,Montgomery,3020 Atlanta Hwy,1,6,https://www.gunviolencearchive.org/incident/2207469,2022,Jan-22,,,,,,
2207406,1/9/22,Colorado,Colorado Springs,1960 Chelton Rd,2,3,https://www.gunviolencearchive.org/incident/2207406,2022,Jan-22,,,,,,
2206813,1/8/22,Texas,Houston,7136 Clarewood Dr,1,3,https://www.gunviolencearchive.org/incident/2206813,2022,Jan-22,,,,,,
2205024,1/4/22,Mississippi,Jackson,3207 W Capitol St,1,3,https://www.gunviolencearchive.org/incident/2205024,2022,Jan-22,,,,,,
2202976,1/2/22,Texas,Corsicana,1100 block of S 29th St,2,2,https://www.gunviolencearchive.org/incident/2202976,2022,Jan-22,,,,,,
2202727,1/2/22,Texas,San Antonio,427 Montrose,2,2,https://www.gunviolencearchive.org/incident/2202727,2022,Jan-22,,,,,,
2202025,1/1/22,Missouri,Columbia,122 S 9th St,0,4,https://www.gunviolencearchive.org/incident/2202025,2022,Jan-22,,,,,,
2201629,1/1/22,Pennsylvania,Philadelphia,1600 block of Cecil B Moore Ave,1,4,https://www.gunviolencearchive.org/incident/2201629,2022,Jan-22,,,,,,
2201641,1/1/22,Wisconsin,Kenosha,1708 52nd St,1,3,https://www.gunviolencearchive.org/incident/2201641,2022,Jan-22,,,,,,
2202001,1/1/22,Illinois,Peoria,2000 block of SW Adams St,2,2,https://www.gunviolencearchive.org/incident/2202001,2022,Jan-22,,,,,,
2201876,1/1/22,South Carolina,Dillon,3261 Hwy 9,0,5,https://www.gunviolencearchive.org/incident/2201876,2022,Jan-22,,,,,,
2201848,1/1/22,Indiana,South Bend,1500 block of S Miami St,0,4,https://www.gunviolencearchive.org/incident/2201848,2022,Jan-22,,,,,,
2201677,1/1/22,Colorado,Denver,1919 Blake St,2,2,https://www.gunviolencearchive.org/incident/2201677,2022,Jan-22,,,,,,
2201535,12/31/21 0:00,Maryland,Capitol Heights,Cindy Ln,0,4,https://www.gunviolencearchive.org/incident/2201535,2021,Dec-21,,,,,,
2201716,12/31/21 0:00,Mississippi,Gulfport,1200 block of Lewis Ave,4,3,https://www.gunviolencearchive.org/incident/2201716,2021,Dec-21,,,,,,
2201216,12/31/21 0:00,California,Los Angeles,10211 S. Avalon Blvd,0,6,https://www.gunviolencearchive.org/incident/2201216,2021,Dec-21,,,,,,
2200968,12/30/21 0:00,Pennsylvania,Philadelphia,5100 block of Germantown Ave,0,7,https://www.gunviolencearchive.org/incident/2200968,2021,Dec-21,,,,,,
2201052,12/30/21 0:00,Missouri,Kirksville,700 block of E Dodson St,3,1,https://www.gunviolencearchive.org/incident/2201052,2021,Dec-21,,,,,,
2198521,12/27/21 0:00,Colorado,Denver,56 Broadway,6,2,https://www.gunviolencearchive.org/incident/2198521,2021,Dec-21,,,,,,
2198014,12/27/21 0:00,Ohio,Youngstown,2626 Tyrell Ave,1,3,https://www.gunviolencearchive.org/incident/2198014,2021,Dec-21,,,,,,
2200720,12/27/21 0:00,Alabama,Mobile,3606 Moffett Rd,1,3,https://www.gunviolencearchive.org/incident/2200720,2021,Dec-21,,,,,,
2197178,12/26/21 0:00,Virginia,Clear Brook,I-81 S and Visitor Center Loop,1,4,https://www.gunviolencearchive.org/incident/2197178,2021,Dec-21,,,,,,
2197391,12/26/21 0:00,Texas,Garland,730 W Walnut St,3,1,https://www.gunviolencearchive.org/incident/2197391,2021,Dec-21,,,,,,
2198071,12/26/21 0:00,New York,Buffalo,1300 block of Jefferson Ave,0,4,https://www.gunviolencearchive.org/incident/2198071,2021,Dec-21,,,,,,
2197421,12/26/21 0:00,Mississippi,Fayette,225 Community Dr,1,6,https://www.gunviolencearchive.org/incident/2197421,2021,Dec-21,,,,,,
2197328,12/26/21 0:00,Pennsylvania,Philadelphia,800 block of W Clearfield St,0,4,https://www.gunviolencearchive.org/incident/2197328,2021,Dec-21,,,,,,
2196827,12/25/21 0:00,Louisiana,Lafayette,2100 block of NE Evangeline Thruway,0,4,https://www.gunviolencearchive.org/incident/2196827,2021,Dec-21,,,,,,
2196434,12/24/21 0:00,Georgia,Roswell,401 Huntington Dr,1,3,https://www.gunviolencearchive.org/incident/2196434,2021,Dec-21,,,,,,
2196267,12/24/21 0:00,Pennsylvania,Pittsburgh,7300 block of Schoyer St,0,6,https://www.gunviolencearchive.org/incident/2196267,2021,Dec-21,,,,,,
2196839,12/24/21 0:00,New York,Brooklyn,1031 Nostrand Ave,0,4,https://www.gunviolencearchive.org/incident/2196839,2021,Dec-21,,,,,,
2193049,12/19/21 0:00,Illinois,Lovejoy (Brooklyn),213 Madison St,1,3,https://www.gunviolencearchive.org/incident/2193049,2021,Dec-21,,,,,,
2191752,12/17/21 0:00,Maryland,Baltimore,600 block of Laurens St,1,3,https://www.gunviolencearchive.org/incident/2191752,2021,Dec-21,,,,,,
2192046,12/17/21 0:00,Maryland,Baltimore,1300 block of W North Ave,1,4,https://www.gunviolencearchive.org/incident/2192046,2021,Dec-21,,,,,,
2191683,12/17/21 0:00,Virginia,Portsmouth,4105 Portsmouth Blvd,0,4,https://www.gunviolencearchive.org/incident/2191683,2021,Dec-21,,,,,,
2188999,12/13/21 0:00,California,Fresno,E Normal Ave and Mayfair Dr S,0,4,https://www.gunviolencearchive.org/incident/2188999,2021,Dec-21,,,,,,
2188843,12/13/21 0:00,Pennsylvania,Philadelphia,3400 block of Emerald St,0,4,https://www.gunviolencearchive.org/incident/2188843,2021,Dec-21,,,,,,
2188260,12/13/21 0:00,North Carolina,Durham,Eugene St and Mathison St,2,4,https://www.gunviolencearchive.org/incident/2188260,2021,Dec-21,,,,,,
2187939,12/12/21 0:00,Mississippi,Bolton,6171 W. Northside Dr,0,6,https://www.gunviolencearchive.org/incident/2187939,2021,Dec-21,,,,,,
2190367,12/12/21 0:00,Florida,Tampa,Alaska Ave,0,5,https://www.gunviolencearchive.org/incident/2190367,2021,Dec-21,,,,,,
2187990,12/12/21 0:00,Texas,Baytown,1403 N Market Loop,1,13,https://www.gunviolencearchive.org/incident/2187990,2021,Dec-21,,,,,,
2188066,12/12/21 0:00,Virginia,Woodbridge,13989 Jefferson Davis Hwy,0,4,https://www.gunviolencearchive.org/incident/2188066,2021,Dec-21,,,,,,
2187027,12/11/21 0:00,Illinois,River Grove,3111 River Rd,1,3,https://www.gunviolencearchive.org/incident/2187027,2021,Dec-21,,,,,,
2186517,12/10/21 0:00,Michigan,Lansing,Miller Rd and Cedar St,1,3,https://www.gunviolencearchive.org/incident/2186517,2021,Dec-21,,,,,,
2187077,12/10/21 0:00,Florida,Orlando,Jefferson St and Garden Ave,0,5,https://www.gunviolencearchive.org/incident/2187077,2021,Dec-21,,,,,,
2186696,12/10/21 0:00,North Carolina,Charlotte,3100 block of Marney Ave,0,5,https://www.gunviolencearchive.org/incident/2186696,2021,Dec-21,,,,,,
2186858,12/9/21 0:00,Maryland,Capitol Heights,6700 Walker Mill Rd,0,4,https://www.gunviolencearchive.org/incident/2186858,2021,Dec-21,,,,,,
2186246,12/9/21 0:00,Wisconsin,Beloit,1900 block of Porter Ave,1,5,https://www.gunviolencearchive.org/incident/2186246,2021,Dec-21,,,,,,
2183667,12/6/21 0:00,Pennsylvania,Philadelphia,1500 block of N 29th St,0,4,https://www.gunviolencearchive.org/incident/2183667,2021,Dec-21,,,,,,
2182789,12/5/21 0:00,Michigan,Detroit,5200 block of Marlborough St,2,2,https://www.gunviolencearchive.org/incident/2182789,2021,Dec-21,,,,,,
2183120,12/5/21 0:00,Texas,El Paso,2910 Tularosa Ave,1,3,https://www.gunviolencearchive.org/incident/2183120,2021,Dec-21,,,,,,
2181840,12/3/21 0:00,Tennessee,Memphis,3885 Elvis Presley Blvd,2,2,https://www.gunviolencearchive.org/incident/2181840,2021,Dec-21,,,,,,
2181096,12/2/21 0:00,North Carolina,Elizabeth City,Perry St and Jordan St,3,3,https://www.gunviolencearchive.org/incident/2181096,2021,Dec-21,,,,,,
2178487,11/30/21 0:00,Michigan,Oxford,745 N Oxford Rd,4,7,https://www.gunviolencearchive.org/incident/2178487,2021,Nov-21,,,,,,
2179099,11/30/21 0:00,Georgia,Rex,3600 block of Jervis Court,4,2,https://www.gunviolencearchive.org/incident/2179099,2021,Nov-21,,,,,,
2177268,11/28/21 0:00,Pennsylvania,Philadelphia,1300 block of S 50th St,0,4,https://www.gunviolencearchive.org/incident/2177268,2021,Nov-21,,,,,,
2176922,11/28/21 0:00,Maryland,Baltimore,1300 block of North Montford Ave,0,7,https://www.gunviolencearchive.org/incident/2176922,2021,Nov-21,,,,,,
2177300,11/28/21 0:00,Illinois,Evanston,1950 Green Bay Rd,1,4,https://www.gunviolencearchive.org/incident/2177300,2021,Nov-21,,,,,,
2177416,11/28/21 0:00,California,Lancaster,3500 block of Garnet Lane,5,0,https://www.gunviolencearchive.org/incident/2177416,2021,Nov-21,,,,,,
2176653,11/28/21 0:00,Colorado,Aurora,1500 block of Dayton St,0,5,https://www.gunviolencearchive.org/incident/2176653,2021,Nov-21,,,,,,
2176667,11/27/21 0:00,New Jersey,Newark,900 block of Bergen St,1,3,https://www.gunviolencearchive.org/incident/2176667,2021,Nov-21,,,,,,
2176058,11/26/21 0:00,Tennessee,Nashville,2815 Torbett St,3,4,https://www.gunviolencearchive.org/incident/2176058,2021,Nov-21,,,,,,
2175329,11/25/21 0:00,Texas,San Antonio,4000 block of Sunrise Creek Dr,3,1,https://www.gunviolencearchive.org/incident/2175329,2021,Nov-21,,,,,,
2175615,11/25/21 0:00,South Carolina,Green Sea,Long Branch Swamp Rd,0,4,https://www.gunviolencearchive.org/incident/2175615,2021,Nov-21,,,,,,
2173531,11/23/21 0:00,Florida,Lehigh Acres,Cervantes St,0,4,https://www.gunviolencearchive.org/incident/2173531,2021,Nov-21,,,,,,
2174033,11/23/21 0:00,Texas,Marshall,700 block of Cross St,1,3,https://www.gunviolencearchive.org/incident/2174033,2021,Nov-21,,,,,,
2174685,11/22/21 0:00,North Carolina,Warsaw,101 Matthews St,2,2,https://www.gunviolencearchive.org/incident/2174685,2021,Nov-21,,,,,,
2172178,11/21/21 0:00,New Jersey,Passaic,Howe Ave and Lafayette Ave,0,5,https://www.gunviolencearchive.org/incident/2172178,2021,Nov-21,,,,,,
2172657,11/21/21 0:00,Louisiana,Baton Rouge,4888 Plank Rd,1,4,https://www.gunviolencearchive.org/incident/2172657,2021,Nov-21,,,,,,
2171568,11/20/21 0:00,California,Fresno,3665 N Pleasant Ave,2,2,https://www.gunviolencearchive.org/incident/2171568,2021,Nov-21,,,,,,
2172018,11/20/21 0:00,Illinois,Berwyn,6802 W 26th St,0,4,https://www.gunviolencearchive.org/incident/2172018,2021,Nov-21,,,,,,
2170438,11/18/21 0:00,Maryland,Cambridge,700 block of Greenwood Ave,1,3,https://www.gunviolencearchive.org/incident/2170438,2021,Nov-21,,,,,,
2169719,11/17/21 0:00,Illinois,East Saint Louis,8300 block of State St,1,3,https://www.gunviolencearchive.org/incident/2169719,2021,Nov-21,,,,,,
2170140,11/17/21 0:00,New York,Newburgh,William St and Carson Ave,0,4,https://www.gunviolencearchive.org/incident/2170140,2021,Nov-21,,,,,,
2169494,11/17/21 0:00,New York,Bronx,815 Burke Ave,1,3,https://www.gunviolencearchive.org/incident/2169494,2021,Nov-21,,,,,,
2168989,11/17/21 0:00,Illinois,Chicago,1240 W Randolph St,0,4,https://www.gunviolencearchive.org/incident/2168989,2021,Nov-21,,,,,,
2167778,11/15/21 0:00,New York,New York (Manhattan),101 W 141st St,0,4,https://www.gunviolencearchive.org/incident/2167778,2021,Nov-21,,,,,,
2167297,11/15/21 0:00,Colorado,Aurora,1200 Nome St,0,6,https://www.gunviolencearchive.org/incident/2167297,2021,Nov-21,,,,,,
2166673,11/14/21 0:00,Pennsylvania,Philadelphia,2700 block of N Howard St,0,6,https://www.gunviolencearchive.org/incident/2166673,2021,Nov-21,,,,,,
2166768,11/14/21 0:00,Missouri,Columbia,19 N 5th St,1,5,https://www.gunviolencearchive.org/incident/2166768,2021,Nov-21,,,,,,
2166953,11/14/21 0:00,Oregon,Chiloquin,990 Bronco Lane,2,2,https://www.gunviolencearchive.org/incident/2166953,2021,Nov-21,,,,,,
2166750,11/14/21 0:00,Arizona,Tucson,1655 W Ajo Way,4,1,https://www.gunviolencearchive.org/incident/2166750,2021,Nov-21,,,,,,
2166817,11/14/21 0:00,Alabama,Troy,803 US-231 S,1,5,https://www.gunviolencearchive.org/incident/2166817,2021,Nov-21,,,,,,
2166055,11/13/21 0:00,North Carolina,Winston Salem (Winston-salem),400 block of Gregory St,0,4,https://www.gunviolencearchive.org/incident/2166055,2021,Nov-21,,,,,,
2167889,11/13/21 0:00,Louisiana,Houma,100 block of Emma St,0,4,https://www.gunviolencearchive.org/incident/2167889,2021,Nov-21,,,,,,
2165600,11/12/21 0:00,Virginia,Richmond,3050 Nine Mile Rd,2,2,https://www.gunviolencearchive.org/incident/2165600,2021,Nov-21,,,,,,
2165535,11/12/21 0:00,Alabama,Birmingham,1100 block of 33rd St SW,2,2,https://www.gunviolencearchive.org/incident/2165535,2021,Nov-21,,,,,,
2163306,11/9/21 0:00,New York,Rochester,Clifton St and Jefferson Ave,0,4,https://www.gunviolencearchive.org/incident/2163306,2021,Nov-21,,,,,,
2163772,11/9/21 0:00,Louisiana,Hahnville (Killona),160 Killona Dr,1,4,https://www.gunviolencearchive.org/incident/2163772,2021,Nov-21,,,,,,
2163617,11/9/21 0:00,South Dakota,Scotland,710 2nd St,3,2,https://www.gunviolencearchive.org/incident/2163617,2021,Nov-21,,,,,,
2162196,11/8/21 0:00,Texas,Victoria,10700 FM 236,3,1,https://www.gunviolencearchive.org/incident/2162196,2021,Nov-21,,,,,,
2162269,11/8/21 0:00,Pennsylvania,Philadelphia,200 block of E Louden St,0,4,https://www.gunviolencearchive.org/incident/2162269,2021,Nov-21,,,,,,
2161323,11/7/21 0:00,Wisconsin,Kenosha,625 57th St,1,3,https://www.gunviolencearchive.org/incident/2161323,2021,Nov-21,,,,,,
2161116,11/6/21 0:00,California,Oakley,33 Malicoat Ave,2,2,https://www.gunviolencearchive.org/incident/2161116,2021,Nov-21,,,,,,
2160608,11/6/21 0:00,Texas,Marshall,510 S Alamo Blvd,0,6,https://www.gunviolencearchive.org/incident/2160608,2021,Nov-21,,,,,,
2161078,11/6/21 0:00,California,Highland,26998 3rd St,0,4,https://www.gunviolencearchive.org/incident/2161078,2021,Nov-21,,,,,,
2160838,11/5/21 0:00,California,Oakland,8400 block of International Blvd,1,3,https://www.gunviolencearchive.org/incident/2160838,2021,Nov-21,,,,,,
2158524,11/3/21 0:00,Iowa,Des Moines,11300 block of E 15th St,0,4,https://www.gunviolencearchive.org/incident/2158524,2021,Nov-21,,,,,,
2158417,11/3/21 0:00,Virginia,Norfolk,821 Whitaker Ln,3,2,https://www.gunviolencearchive.org/incident/2158417,2021,Nov-21,,,,,,
2157991,11/2/21 0:00,Alabama,Mobile,4120 Government Blvd,0,4,https://www.gunviolencearchive.org/incident/2157991,2021,Nov-21,,,,,,
2156175,11/1/21 0:00,Florida,Orlando,N Orange Ave and Wall St,0,4,https://www.gunviolencearchive.org/incident/2156175,2021,Nov-21,,,,,,
2157206,11/1/21 0:00,Texas,San Antonio,1900 block of W Laurel St,0,4,https://www.gunviolencearchive.org/incident/2157206,2021,Nov-21,,,,,,
2155369,10/31/21 0:00,Kentucky,Louisville,6210 Shepherdsville Rd,2,2,https://www.gunviolencearchive.org/incident/2155369,2021,Oct-21,,,,,,
2155517,10/31/21 0:00,Colorado,Littleton (Lakewood),6200 block of Alameda Ave,2,2,https://www.gunviolencearchive.org/incident/2155517,2021,Oct-21,,,,,,
2155428,10/31/21 0:00,Illinois,Flossmoor,3800 block of Ballantrae Way,1,3,https://www.gunviolencearchive.org/incident/2155428,2021,Oct-21,,,,,,
2155282,10/31/21 0:00,Texas,Houston,1909 Schilder Dr,1,3,https://www.gunviolencearchive.org/incident/2155282,2021,Oct-21,,,,,,
2155329,10/31/21 0:00,Illinois,Joliet,1018 E Jackson St,3,11,https://www.gunviolencearchive.org/incident/2155329,2021,Oct-21,,,,,,
2156001,10/31/21 0:00,Texas,Fort Worth,3700 block of Lebow St,1,3,https://www.gunviolencearchive.org/incident/2156001,2021,Oct-21,,,,,,
2154851,10/30/21 0:00,California,Gilroy,400 block of Las Animas Ave,2,2,https://www.gunviolencearchive.org/incident/2154851,2021,Oct-21,,,,,,
2154422,10/30/21 0:00,Illinois,Decatur,1100 block of N Union St,0,4,https://www.gunviolencearchive.org/incident/2154422,2021,Oct-21,,,,,,
2154441,10/30/21 0:00,Oklahoma,Oklahoma City,NW 122nd St and N Council Rd,0,4,https://www.gunviolencearchive.org/incident/2154441,2021,Oct-21,,,,,,
2154873,10/30/21 0:00,California,Sacramento,5560 Palm Ave,2,5,https://www.gunviolencearchive.org/incident/2154873,2021,Oct-21,,,,,,
2155172,10/30/21 0:00,Florida,Saint Petersburg,1079 62nd Ave S,1,4,https://www.gunviolencearchive.org/incident/2155172,2021,Oct-21,,,,,,
2155001,10/30/21 0:00,Texas,Texarkana,2315 Texas Blvd,1,9,https://www.gunviolencearchive.org/incident/2155001,2021,Oct-21,,,,,,
2154283,10/29/21 0:00,New York,Poughkeepsie,32 Cannon St,0,5,https://www.gunviolencearchive.org/incident/2154283,2021,Oct-21,,,,,,
2155826,10/29/21 0:00,Michigan,Kalamazoo,3082 S 9th St,0,4,https://www.gunviolencearchive.org/incident/2155826,2021,Oct-21,,,,,,
2153285,10/28/21 0:00,Nevada,Las Vegas,3900 block of E Cheyenne Ave,0,4,https://www.gunviolencearchive.org/incident/2153285,2021,Oct-21,,,,,,
2153779,10/28/21 0:00,Tennessee,Nashville,210 N 9th St,1,3,https://www.gunviolencearchive.org/incident/2153779,2021,Oct-21,,,,,,
2150274,10/25/21 0:00,Idaho,Boise,350 N Milwaukee St,3,3,https://www.gunviolencearchive.org/incident/2150274,2021,Oct-21,,,,,,
2154085,10/24/21 0:00,California,Gonzales,Foletta Rd,2,2,https://www.gunviolencearchive.org/incident/2154085,2021,Oct-21,,,,,,
2150037,10/24/21 0:00,Mississippi,Crenshaw,413 Jones St,2,3,https://www.gunviolencearchive.org/incident/2150037,2021,Oct-21,,,,,,
2148921,10/23/21 0:00,South Carolina,Florence,811 S Irby St,0,6,https://www.gunviolencearchive.org/incident/2148921,2021,Oct-21,,,,,,
2148891,10/23/21 0:00,California,Ontario,700 block of E Bonnie Brae Ct,1,4,https://www.gunviolencearchive.org/incident/2148891,2021,Oct-21,,,,,,
2148633,10/23/21 0:00,Georgia,Fort Valley,603 Carver Dr,1,7,https://www.gunviolencearchive.org/incident/2148633,2021,Oct-21,,,,,,
2148282,10/22/21 0:00,Illinois,Chicago,7901 S Cottage Grove Ave,0,5,https://www.gunviolencearchive.org/incident/2148282,2021,Oct-21,,,,,,
2148946,10/22/21 0:00,Washington,Renton,16420 SE 128th St,0,4,https://www.gunviolencearchive.org/incident/2148946,2021,Oct-21,,,,,,
2148401,10/22/21 0:00,Maryland,Baltimore,3100 block of W North Ave,0,7,https://www.gunviolencearchive.org/incident/2148401,2021,Oct-21,,,,,,
2147114,10/21/21 0:00,New York,Brooklyn,3008 Glenwood Rd,0,4,https://www.gunviolencearchive.org/incident/2147114,2021,Oct-21,,,,,,
2147301,10/21/21 0:00,Washington,Tacoma,4258 Everett St,4,0,https://www.gunviolencearchive.org/incident/2147301,2021,Oct-21,,,,,,
2147042,10/20/21 0:00,Michigan,Farwell,9539 S Harrison Ave,4,0,https://www.gunviolencearchive.org/incident/2147042,2021,Oct-21,,,,,,
2145931,10/19/21 0:00,Wisconsin,Kenosha,610 40th Pl,3,2,https://www.gunviolencearchive.org/incident/2145931,2021,Oct-21,,,,,,
2143277,10/17/21 0:00,Louisiana,Grambling,403 Main St,1,7,https://www.gunviolencearchive.org/incident/2143277,2021,Oct-21,,,,,,
2143113,10/17/21 0:00,Missouri,Saint Louis,8600 block of Goodfellow Blvd,1,3,https://www.gunviolencearchive.org/incident/2143113,2021,Oct-21,,,,,,
2143765,10/17/21 0:00,Texas,Houston,1900 block of Dolly Wright St,0,7,https://www.gunviolencearchive.org/incident/2143765,2021,Oct-21,,,,,,
2143889,10/17/21 0:00,Colorado,Colorado Springs,1865 N Academy Blvd,0,5,https://www.gunviolencearchive.org/incident/2143889,2021,Oct-21,,,,,,
2144160,10/17/21 0:00,Wisconsin,Racine,Yout St and Carter St,0,6,https://www.gunviolencearchive.org/incident/2144160,2021,Oct-21,,,,,,
2143479,10/17/21 0:00,Arkansas,Pine Bluff,820 S Main St,1,9,https://www.gunviolencearchive.org/incident/2143479,2021,Oct-21,,,,,,
2143499,10/17/21 0:00,Arkansas,Pine Bluff,University Dr and Pullen Ave,1,3,https://www.gunviolencearchive.org/incident/2143499,2021,Oct-21,,,,,,
2143605,10/17/21 0:00,Mississippi,Jackson,3243 Medgar Evers Blvd,3,3,https://www.gunviolencearchive.org/incident/2143605,2021,Oct-21,,,,,,
2142402,10/16/21 0:00,Texas,Killeen,308 S Second St,1,3,https://www.gunviolencearchive.org/incident/2142402,2021,Oct-21,,,,,,
2142296,10/15/21 0:00,Alabama,Mobile,1621 Virginia St,0,5,https://www.gunviolencearchive.org/incident/2142296,2021,Oct-21,,,,,,
2142092,10/14/21 0:00,Minnesota,Minneapolis,814 E Franklin Ave,1,4,https://www.gunviolencearchive.org/incident/2142092,2021,Oct-21,,,,,,
2155043,10/14/21 0:00,Mississippi,Mccomb,1300 14th St,0,6,https://www.gunviolencearchive.org/incident/2155043,2021,Oct-21,,,,,,
